Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,produccion_num,rendimiento_num
15,Boyacá,15332,Güicán de La Sierra,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","40,00","52,00","1,30",1010402,0.0,40.0,52.0,1.3
15,Boyacá,15332,Güicán de La Sierra,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","40,00","52,00","1,30",1010402,0.0,40.0,52.0,1.3
15,Boyacá,15332,Güicán de La Sierra,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","40,00","60,00","1,50",1010402,0.0,40.0,60.0,1.5
15,Boyacá,15332,Güicán de La Sierra,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","34,50","44,85","1,30",1010402,0.0,34.5,44.85,1.3
15,Boyacá,15362,Iza,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","2,00","1,68","0,84",1010402,0.0,2.0,1.68,0.84
15,Boyacá,15367,Jenesano,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","44,00","35,20","0,80",1010402,0.0,44.0,35.2,0.8
15,Boyacá,15368,Jericó,Cereales,Cereales,Cebada,Cebada,2023,2023B,Transitorio,"0,00","2,00","1,00","0,50",1010300,0.0,2.0,1.0,0.5
15,Boyacá,15368,Jericó,Cereales,Cereales,Cebada,Cebada,2024,2024B,Transitorio,"0,00","2,50","1,25","0,50",1010300,0.0,2.5,1.25,0.5
15,Boyacá,15368,Jericó,Cereales,Cereales,Cebada,Cebada,2025,2025B,Transitorio,"0,00","2,50","2,50","1,00",1010300,0.0,2.5,2.5,1.0
15,Boyacá,15368,Jericó,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","8,70","4,35","0,50",1060500,0.0,8.7,4.35,0.5
15,Boyacá,15368,Jericó,Leguminosas,Leguminosas,Haba,Haba,2023,2023B,Transitorio,"0,00","9,00","5,40","0,60",1060500,0.0,9.0,5.4,0.6
15,Boyacá,15368,Jericó,Leguminosas,Leguminosas,Haba,Haba,2024,2024B,Transitorio,"0,00","6,00","3,60","0,60",1060500,0.0,6.0,3.6,0.6
15,Boyacá,15368,Jericó,Leguminosas,Leguminosas,Haba,Haba,2025,2025B,Transitorio,"0,00","6,00","3,60","0,60",1060500,0.0,6.0,3.6,0.6
15,Boyacá,15377,Labranzagrande,Leguminosas,Leguminosas,Arveja,Arveja,2022,2022A,Transitorio,"0,00","15,00","24,53","1,64",1060100,0.0,15.0,24.53,1.64
15,Boyacá,15377,Labranzagrande,Leguminosas,Leguminosas,Arveja,Arveja,2023,2023A,Transitorio,"0,00","15,00","24,53","1,64",1060100,0.0,15.0,24.53,1.64
15,Boyacá,15377,Labranzagrande,Leguminosas,Leguminosas,Arveja,Arveja,2024,2024A,Transitorio,"0,00","15,00","24,53","1,64",1060100,0.0,15.0,24.53,1.64
15,Boyacá,15377,Labranzagrande,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025A,Transitorio,"0,00","0,90","1,26","1,40",1060100,0.0,0.9,1.26,1.4
15,Boyacá,15377,Labranzagrande,Hortalizas,Hortalizas de fruto,Guatila,Guatila,2023,2023B,Transitorio,"0,00","1,00","2,00","2,00",1051800,0.0,1.0,2.0,2.0
15,Boyacá,15377,Labranzagrande,Hortalizas,Hortalizas de fruto,Guatila,Guatila,2024,2024B,Transitorio,"0,00","0,50","1,00","2,00",1051800,0.0,0.5,1.0,2.0
15,Boyacá,15377,Labranzagrande,Hortalizas,Hortalizas de fruto,Guatila,Guatila,2025,2025B,Transitorio,"0,00","0,80","1,20","1,50",1051800,0.0,0.8,1.2,1.5
15,Boyacá,15377,Labranzagrande,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022A,Transitorio,"0,00","8,00","80,00","10,00",1080701,0.0,8.0,80.0,10.0
15,Boyacá,15380,La Capilla,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","17,00","23,58","1,39",1010402,0.0,17.0,23.58,1.39
15,Boyacá,15380,La Capilla,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","16,00","17,90","1,12",1010402,0.0,16.0,17.9,1.12
15,Boyacá,15401,La Victoria,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"0,00","1,00","1,20","1,20",1060200,0.0,1.0,1.2,1.2
15,Boyacá,15403,La Uvita,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","2,50","15,00","6,00",1081001,0.0,2.5,15.0,6.0
15,Boyacá,15425,Macanal,Hortalizas,Hortalizas de fruto,Ají,Ají,2024,2024B,Transitorio,"0,00","11,00","44,00","4,00",1050300,0.0,11.0,44.0,4.0
15,Boyacá,15425,Macanal,Hortalizas,Hortalizas de fruto,Ají,Ají,2025,2025B,Transitorio,"0,00","7,00","24,50","3,50",1050300,0.0,7.0,24.5,3.5
15,Boyacá,15425,Macanal,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"0,00","2,00","36,00","18,00",1080200,0.0,2.0,36.0,18.0
15,Boyacá,15425,Macanal,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","94,00","117,50","1,25",1010402,0.0,94.0,117.5,1.25
15,Boyacá,15425,Macanal,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","115,00","119,00","1,03",1010402,0.0,115.0,119.0,1.03
15,Boyacá,15425,Macanal,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","110,00","107,67","0,98",1010402,0.0,110.0,107.67,0.98
15,Boyacá,15442,Maripí,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","7,00","5,95","0,85",1060200,0.0,7.0,5.95,0.85
15,Boyacá,15455,Miraflores,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"0,00","2,00","24,00","12,00",1080200,0.0,2.0,24.0,12.0
15,Boyacá,15455,Miraflores,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"0,00","50,00","76,92","1,54",1060200,0.0,50.0,76.92,1.54
15,Boyacá,15464,Mongua,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","25,00","37,50","1,50",1060500,0.0,25.0,37.5,1.5
15,Boyacá,15464,Mongua,Leguminosas,Leguminosas,Haba,Haba,2025,2025B,Transitorio,"0,00","15,50","21,70","1,40",1060500,0.0,15.5,21.7,1.4
15,Boyacá,15464,Mongua,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","12,00","5,71","0,48",1010402,0.0,12.0,5.71,0.48
15,Boyacá,15464,Mongua,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","10,40","8,32","0,80",1010402,0.0,10.4,8.32,0.8
15,Boyacá,15464,Mongua,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","2,00","10,00","5,00",1081001,0.0,2.0,10.0,5.0
15,Boyacá,15466,Monguí,Hortalizas,Hortalizas de raíz,Ajo,Ajo,2022,2022B,Transitorio,"0,00","0,50","2,50","5,00",1050400,0.0,0.5,2.5,5.0
15,Boyacá,15466,Monguí,Hortalizas,Hortalizas de raíz,Ajo,Ajo,2023,2023B,Transitorio,"0,00","1,00","5,00","5,00",1050400,0.0,1.0,5.0,5.0
15,Boyacá,15466,Monguí,Hortalizas,Hortalizas de raíz,Ajo,Ajo,2024,2024B,Transitorio,"0,00","1,00","4,50","4,50",1050400,0.0,1.0,4.5,4.5
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","1,00","1,05","1,05",1060200,0.0,1.0,1.05,1.05
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","1,00","0,91","0,91",1060200,0.0,1.0,0.91,0.91
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","1,00","1,30","1,30",1060200,0.0,1.0,1.3,1.3
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","1,00","1,30","1,30",1060200,0.0,1.0,1.3,1.3
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","5,00","7,74","1,55",1060500,0.0,5.0,7.74,1.55
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Haba,Haba,2023,2023B,Transitorio,"0,00","2,80","4,34","1,55",1060500,0.0,2.8,4.34,1.55
15,Boyacá,15466,Monguí,Leguminosas,Leguminosas,Haba,Haba,2024,2024B,Transitorio,"0,00","2,00","3,10","1,55",1060500,0.0,2.0,3.1,1.55
15,Boyacá,15466,Monguí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","4,00","3,36","0,84",1010402,0.0,4.0,3.36,0.84
15,Boyacá,15466,Monguí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","9,00","7,55","0,84",1010402,0.0,9.0,7.55,0.84
15,Boyacá,15466,Monguí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","7,00","5,48","0,78",1010402,0.0,7.0,5.48,0.78
15,Boyacá,15466,Monguí,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","2,00","5,60","2,80",1010402,0.0,2.0,5.6,2.8
15,Boyacá,15466,Monguí,Raíces y tubérculos,Raíces y tubérculos,Nabo,Nabo,2023,2023B,Transitorio,"0,00","1,00","7,00","7,00",1080500,0.0,1.0,7.0,7.0
15,Boyacá,15466,Monguí,Raíces y tubérculos,Raíces y tubérculos,Nabo,Nabo,2024,2024B,Transitorio,"0,00","1,00","7,00","7,00",1080500,0.0,1.0,7.0,7.0
15,Boyacá,15466,Monguí,Cereales,Cereales,Quinua,Quinua,2023,2023B,Transitorio,"0,00","1,00","1,50","1,50",1010600,0.0,1.0,1.5,1.5
15,Boyacá,15466,Monguí,Cereales,Cereales,Quinua,Quinua,2024,2024B,Transitorio,"0,00","1,00","1,30","1,30",1010600,0.0,1.0,1.3,1.3
15,Boyacá,15466,Monguí,Cereales,Cereales,Trigo,Trigo,2022,2022B,Transitorio,"0,00","0,50","0,95","1,90",1010800,0.0,0.5,0.95,1.9
15,Boyacá,15466,Monguí,Cereales,Cereales,Trigo,Trigo,2023,2023B,Transitorio,"0,00","1,00","1,70","1,70",1010800,0.0,1.0,1.7,1.7
15,Boyacá,15466,Monguí,Cereales,Cereales,Trigo,Trigo,2024,2024B,Transitorio,"0,00","0,90","1,53","1,70",1010800,0.0,0.9,1.53,1.7
15,Boyacá,15476,Motavita,Cereales,Cereales,Avena,Avena,2024,2024B,Transitorio,"0,00","30,00","120,00","4,00",1010200,0.0,30.0,120.0,4.0
15,Boyacá,15476,Motavita,Cereales,Cereales,Avena,Avena,2025,2025B,Transitorio,"0,00","30,00","105,00","3,50",1010200,0.0,30.0,105.0,3.5
15,Boyacá,15476,Motavita,Cereales,Cereales,Cebada,Cebada,2024,2024B,Transitorio,"0,00","50,00","200,00","4,00",1010300,0.0,50.0,200.0,4.0
15,Boyacá,15476,Motavita,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","5,00","8,85","1,77",1060500,0.0,5.0,8.85,1.77
15,Boyacá,15476,Motavita,Leguminosas,Leguminosas,Haba,Haba,2023,2023B,Transitorio,"0,00","5,00","8,85","1,77",1060500,0.0,5.0,8.85,1.77
15,Boyacá,15476,Motavita,Leguminosas,Leguminosas,Haba,Haba,2024,2024B,Transitorio,"0,00","3,00","5,31","1,77",1060500,0.0,3.0,5.31,1.77
15,Boyacá,15476,Motavita,Leguminosas,Leguminosas,Haba,Haba,2025,2025B,Transitorio,"0,00","3,00","9,00","3,00",1060500,0.0,3.0,9.0,3.0
15,Boyacá,15476,Motavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","42,00","64,95","1,55",1010402,0.0,42.0,64.95,1.55
15,Boyacá,15476,Motavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","40,00","55,93","1,40",1010402,0.0,40.0,55.93,1.4
15,Boyacá,15476,Motavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","28,00","39,15","1,40",1010402,0.0,28.0,39.15,1.4
15,Boyacá,15476,Motavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","30,00","41,95","1,40",1010402,0.0,30.0,41.95,1.4
15,Boyacá,15476,Motavita,Cereales,Cereales,Trigo,Trigo,2022,2022B,Transitorio,"0,00","1,00","1,50","1,50",1010800,0.0,1.0,1.5,1.5
15,Boyacá,15476,Motavita,Cereales,Cereales,Trigo,Trigo,2023,2023B,Transitorio,"0,00","5,00","7,50","1,50",1010800,0.0,5.0,7.5,1.5
15,Boyacá,15476,Motavita,Cereales,Cereales,Trigo,Trigo,2024,2024B,Transitorio,"0,00","2,00","3,00","1,50",1010800,0.0,2.0,3.0,1.5
15,Boyacá,15491,Nobsa,Cereales,Cereales,Cebada,Cebada,2022,2022A,Transitorio,"0,00","4,00","14,00","3,50",1010300,0.0,4.0,14.0,3.5
15,Boyacá,15491,Nobsa,Cereales,Cereales,Cebada,Cebada,2023,2023A,Transitorio,"0,00","10,00","35,00","3,50",1010300,0.0,10.0,35.0,3.5
15,Boyacá,15491,Nobsa,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2022,2022B,Transitorio,"0,00","100,00","1.600,00","16,00",1051100,0.0,100.0,1600.0,16.0
15,Boyacá,15491,Nobsa,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","1,00","1,81","1,81",1060500,0.0,1.0,1.81,1.81
15,Boyacá,15491,Nobsa,Leguminosas,Leguminosas,Haba,Haba,2023,2023B,Transitorio,"0,00","1,00","1,77","1,77",1060500,0.0,1.0,1.77,1.77
15,Boyacá,15491,Nobsa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","30,00","65,86","2,20",1010402,0.0,30.0,65.86,2.2
15,Boyacá,15491,Nobsa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","40,00","88,26","2,21",1010402,0.0,40.0,88.26,2.21
15,Boyacá,15491,Nobsa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","10,00","22,37","2,24",1010402,0.0,10.0,22.37,2.24
15,Boyacá,15494,Nuevo Colón,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2022,2022B,Transitorio,"0,00","30,00","240,00","8,00",1050200,0.0,30.0,240.0,8.0
15,Boyacá,15494,Nuevo Colón,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2023,2023B,Transitorio,"0,00","35,00","280,00","8,00",1050200,0.0,35.0,280.0,8.0
15,Boyacá,15494,Nuevo Colón,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2024,2024B,Transitorio,"0,00","40,00","320,00","8,00",1050200,0.0,40.0,320.0,8.0
15,Boyacá,15494,Nuevo Colón,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2025,2025B,Transitorio,"0,00","39,00","312,00","8,00",1050200,0.0,39.0,312.0,8.0
15,Boyacá,15494,Nuevo Colón,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024A,Transitorio,"0,00","50,00","76,92","1,54",1060200,0.0,50.0,76.92,1.54
15,Boyacá,15494,Nuevo Colón,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"0,00","49,00","98,00","2,00",1060200,0.0,49.0,98.0,2.0
15,Boyacá,15494,Nuevo Colón,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","8,00","3,54","0,44",1060500,0.0,8.0,3.54,0.44
15,Boyacá,15494,Nuevo Colón,Leguminosas,Leguminosas,Haba,Haba,2023,2023B,Transitorio,"0,00","9,00","10,83","1,20",1060500,0.0,9.0,10.83,1.2
15,Boyacá,15494,Nuevo Colón,Leguminosas,Leguminosas,Haba,Haba,2024,2024B,Transitorio,"0,00","10,00","11,06","1,11",1060500,0.0,10.0,11.06,1.11
15,Boyacá,15494,Nuevo Colón,Leguminosas,Leguminosas,Haba,Haba,2025,2025B,Transitorio,"0,00","10,00","4,87","0,49",1060500,0.0,10.0,4.87,0.49
15,Boyacá,15494,Nuevo Colón,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","52,00","53,81","1,03",1010402,0.0,52.0,53.81,1.03
15,Boyacá,15494,Nuevo Colón,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","54,00","55,88","1,03",1010402,0.0,54.0,55.88,1.03
15,Boyacá,15494,Nuevo Colón,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","50,00","51,74","1,03",1010402,0.0,50.0,51.74,1.03
15,Boyacá,15494,Nuevo Colón,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","45,00","46,56","1,03",1010402,0.0,45.0,46.56,1.03
15,Boyacá,15511,Pachavita,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"0,00","7,00","67,90","9,70",1081001,0.0,7.0,67.9,9.7
15,Boyacá,15514,Páez,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","25,00","55,00","2,20",1010402,0.0,25.0,55.0,2.2
15,Boyacá,15514,Páez,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","28,00","61,60","2,20",1010402,0.0,28.0,61.6,2.2
15,Boyacá,15516,Paipa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","35,00","29,36","0,84",1010402,0.0,35.0,29.36,0.84
15,Boyacá,15516,Paipa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","42,00","35,24","0,84",1010402,0.0,42.0,35.24,0.84
15,Boyacá,15516,Paipa,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","39,00","32,72","0,84",1010402,0.0,39.0,32.72,0.84
15,Boyacá,15516,Paipa,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"0,00","100,00","1.600,00","16,00",1080701,0.0,100.0,1600.0,16.0
15,Boyacá,15518,Pajarito,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025B,Transitorio,"0,00","2,00","1,40","0,70",1060100,0.0,2.0,1.4,0.7
15,Boyacá,15518,Pajarito,Hortalizas,Hortalizas de hoja,Cilantro,Cilantro,2024,2024B,Transitorio,"0,00","1,00","2,00","2,00",1051300,0.0,1.0,2.0,2.0
15,Boyacá,15518,Pajarito,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","12,00","24,00","2,00",1010402,0.0,12.0,24.0,2.0
15,Boyacá,15518,Pajarito,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","13,00","32,50","2,50",1010402,0.0,13.0,32.5,2.5
15,Boyacá,15518,Pajarito,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025B,Transitorio,"0,00","1,00","25,00","25,00",1052901,0.0,1.0,25.0,25.0
15,Boyacá,15522,Panqueba,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","13,00","20,02","1,54",1060200,0.0,13.0,20.02,1.54
15,Boyacá,15522,Panqueba,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","24,00","28,73","1,20",1010402,0.0,24.0,28.73,1.2
15,Boyacá,15522,Panqueba,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","26,00","26,00","1,00",1010402,0.0,26.0,26.0,1.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2022,2022B,Transitorio,"0,00","1,00","3,00","3,00",1080200,0.0,1.0,3.0,3.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2023,2023B,Transitorio,"0,00","1,00","3,00","3,00",1080200,0.0,1.0,3.0,3.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024B,Transitorio,"0,00","1,00","3,00","3,00",1080200,0.0,1.0,3.0,3.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025B,Transitorio,"0,00","1,00","3,00","3,00",1080200,0.0,1.0,3.0,3.0
15,Boyacá,15533,Paya,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"0,00","9,00","7,20","0,80",1060200,0.0,9.0,7.2,0.8
15,Boyacá,15533,Paya,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"0,00","15,00","12,00","0,80",1060200,0.0,15.0,12.0,0.8
15,Boyacá,15533,Paya,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","1,00","0,80","0,80",1060200,0.0,1.0,0.8,0.8
15,Boyacá,15533,Paya,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","15,00","12,00","0,80",1060200,0.0,15.0,12.0,0.8
15,Boyacá,15533,Paya,Leguminosas,Leguminosas,Guandul,Guandul,2022,2022B,Transitorio,"0,00","9,00","7,20","0,80",1060900,0.0,9.0,7.2,0.8
15,Boyacá,15533,Paya,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","58,00","52,20","0,90",1010402,0.0,58.0,52.2,0.9
15,Boyacá,15533,Paya,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","40,00","40,00","1,00",1010402,0.0,40.0,40.0,1.0
15,Boyacá,15533,Paya,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","35,00","35,00","1,00",1010402,0.0,35.0,35.0,1.0
15,Boyacá,15533,Paya,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","30,00","18,00","0,60",1010402,0.0,30.0,18.0,0.6
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2022,2022B,Transitorio,"0,00","3,00","3,00","1,00",1080400,0.0,3.0,3.0,1.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2023,2023B,Transitorio,"0,00","3,50","4,20","1,20",1080400,0.0,3.5,4.2,1.2
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2024,2024B,Transitorio,"0,00","4,00","4,80","1,20",1080400,0.0,4.0,4.8,1.2
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,"Malanga, achín, yota, papa china, bore","Malanga, achín, yota, papa china, bore",2025,2025B,Transitorio,"0,00","4,50","6,75","1,50",1080400,0.0,4.5,6.75,1.5
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"0,00","27,00","81,00","3,00",1081001,0.0,27.0,81.0,3.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"0,00","30,00","120,00","4,00",1081001,0.0,30.0,120.0,4.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"0,00","30,00","120,00","4,00",1081001,0.0,30.0,120.0,4.0
15,Boyacá,15533,Paya,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"0,00","32,00","128,00","4,00",1081001,0.0,32.0,128.0,4.0
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","29,00","29,00","1,00",1010402,0.0,29.0,29.0,1.0
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","37,00","66,60","1,80",1010402,0.0,37.0,66.6,1.8
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","30,00","54,00","1,80",1010402,0.0,30.0,54.0,1.8
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","23,80","38,08","1,60",1010402,0.0,23.8,38.08,1.6
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Trigo,Trigo,2022,2022B,Transitorio,"0,00","1,50","1,35","0,90",1010800,0.0,1.5,1.35,0.9
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Trigo,Trigo,2023,2023B,Transitorio,"0,00","3,00","4,50","1,50",1010800,0.0,3.0,4.5,1.5
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Trigo,Trigo,2024,2024B,Transitorio,"0,00","2,50","3,75","1,50",1010800,0.0,2.5,3.75,1.5
15,Boyacá,15537,Paz de Río,Cereales,Cereales,Trigo,Trigo,2025,2025B,Transitorio,"0,00","1,50","2,10","1,40",1010800,0.0,1.5,2.1,1.4
15,Boyacá,15550,Pisba,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024B,Transitorio,"0,00","1,00","5,00","5,00",1080200,0.0,1.0,5.0,5.0
15,Boyacá,15550,Pisba,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025A,Transitorio,"0,00","1,00","5,00","5,00",1080200,0.0,1.0,5.0,5.0
15,Boyacá,15550,Pisba,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"0,00","0,50","0,35","0,70",1060200,0.0,0.5,0.35,0.7
15,Boyacá,15550,Pisba,Leguminosas,Leguminosas,Guandul,Guandul,2024,2024B,Transitorio,"0,00","20,00","40,00","2,00",1060900,0.0,20.0,40.0,2.0
15,Boyacá,15550,Pisba,Leguminosas,Leguminosas,Guandul,Guandul,2025,2025B,Transitorio,"0,00","15,00","30,00","2,00",1060900,0.0,15.0,30.0,2.0
15,Boyacá,15550,Pisba,Hortalizas,Hortalizas,Otras hortalizas,Otras hortalizas,2025,2025B,Transitorio,"0,00","2,50","12,50","5,00",1059900,0.0,2.5,12.5,5.0
