Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,diferencia_ha,ratio_cosechada_sembrada
47,Magdalena,47745,Sitionuevo,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"20,00","30,00","104,90","3,50",1060200,20.0,30.0,10.0,1.5
47,Magdalena,47745,Sitionuevo,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"40,00","60,00","209,79","3,50",1060200,40.0,60.0,20.0,1.5
47,Magdalena,47745,Sitionuevo,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"20,00","40,00","139,86","3,50",1060200,20.0,40.0,20.0,2.0
47,Magdalena,47745,Sitionuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"350,00","1.000,00","3.000,00","3,00",1010402,350.0,1000.0,650.0,2.857142857142857
47,Magdalena,47745,Sitionuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","800,00","800,00","1,00",1010402,0.0,800.0,800.0,inf
47,Magdalena,47745,Sitionuevo,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"110,00","800,00","2.400,00","3,00",1010402,110.0,800.0,690.0,7.2727272727272725
47,Magdalena,47745,Sitionuevo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"105,00","243,00","729,00","3,00",1010404,105.0,243.0,138.0,2.3142857142857145
47,Magdalena,47745,Sitionuevo,Cereales,Cereales,Maíz,Maíz blanco tradicional,2023,2023B,Transitorio,"0,00","130,00","390,00","3,00",1010404,0.0,130.0,130.0,inf
47,Magdalena,47745,Sitionuevo,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2023,2023B,Transitorio,"0,00","30,00","150,00","5,00",1052200,0.0,30.0,30.0,inf
47,Magdalena,47745,Sitionuevo,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2023,2023A,Transitorio,"0,00","10,00","170,00","17,00",1052901,0.0,10.0,10.0,inf
47,Magdalena,47745,Sitionuevo,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2024,2024A,Transitorio,"0,00","10,00","170,00","17,00",1052901,0.0,10.0,10.0,inf
47,Magdalena,47745,Sitionuevo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"600,00","640,00","10.240,00","16,00",1081001,600.0,640.0,40.0,1.0666666666666667
47,Magdalena,47745,Sitionuevo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"200,00","580,00","9.280,00","16,00",1081001,200.0,580.0,380.0,2.9
47,Magdalena,47798,Tenerife,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2024,2024B,Transitorio,"4,00","11,00","77,00","7,00",1050200,4.0,11.0,7.0,2.75
47,Magdalena,47798,Tenerife,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2025,2025B,Transitorio,"10,00","15,00","105,00","7,00",1050200,10.0,15.0,5.0,1.5
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022A,Transitorio,"6,00","8,00","72,00","9,00",1080699,6.0,8.0,2.0,1.3333333333333333
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2022,2022B,Transitorio,"0,00","1,20","12,00","10,00",1080699,0.0,1.2,1.2,inf
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2023,2023B,Transitorio,"0,00","1,20","10,80","9,00",1080699,0.0,1.2,1.2,inf
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2024,2024B,Transitorio,"0,00","2,00","18,00","9,00",1080699,0.0,2.0,2.0,inf
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Ñame,Ñame demás variedades,2025,2025B,Transitorio,"0,00","2,00","18,00","9,00",1080699,0.0,2.0,2.0,inf
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"20,00","120,00","1.200,00","10,00",1081001,20.0,120.0,100.0,6.0
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"20,00","300,00","3.000,00","10,00",1081001,20.0,300.0,280.0,15.0
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"20,00","190,00","1.900,00","10,00",1081001,20.0,190.0,170.0,9.5
47,Magdalena,47798,Tenerife,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"10,00","300,00","3.000,00","10,00",1081001,10.0,300.0,290.0,30.0
47,Magdalena,47960,Zapayán,Hortalizas,Hortalizas de raíz,Batata,Batata,2023,2023B,Transitorio,"50,00","100,00","200,00","2,00",1050700,50.0,100.0,50.0,2.0
47,Magdalena,47960,Zapayán,Hortalizas,Hortalizas de raíz,Batata,Batata,2024,2024B,Transitorio,"50,00","100,00","200,00","2,00",1050700,50.0,100.0,50.0,2.0
47,Magdalena,47980,Zona Bananera,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2025,2025B,Transitorio,"20,00","21,00","252,00","12,00",1050200,20.0,21.0,1.0,1.05
47,Magdalena,47980,Zona Bananera,Hortalizas,Hortalizas de fruto,Ají,Ají,2024,2024A,Transitorio,"11,00","25,00","97,50","3,90",1050300,11.0,25.0,14.0,2.272727272727273
47,Magdalena,47980,Zona Bananera,Hortalizas,Hortalizas de fruto,Ají,Ají,2025,2025A,Transitorio,"11,00","25,00","97,50","3,90",1050300,11.0,25.0,14.0,2.272727272727273
47,Magdalena,47980,Zona Bananera,Cereales,Cereales,Maíz,Maíz blanco tradicional,2022,2022B,Transitorio,"45,00","58,00","116,00","2,00",1010404,45.0,58.0,13.0,1.288888888888889
47,Magdalena,47980,Zona Bananera,Hortalizas,Hortalizas de fruto,Melón,Melón,2025,2025A,Transitorio,"104,00","124,00","1.364,00","11,00",1052000,104.0,124.0,20.0,1.1923076923076923
47,Magdalena,47980,Zona Bananera,Hortalizas,Hortalizas de fruto,Patilla,Patilla,2025,2025A,Transitorio,"0,00","10,00","170,00","17,00",1052200,0.0,10.0,10.0,inf
47,Magdalena,47980,Zona Bananera,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"92,00","97,00","1.067,00","11,00",1081001,92.0,97.0,5.0,1.0543478260869565
50,Meta,50001,Villavicencio,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Algodón,Algodón,2024,2024A,Transitorio,"0,00","65,00","227,50","3,50",1030100,0.0,65.0,65.0,inf
50,Meta,50001,Villavicencio,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Algodón,Algodón,2025,2025A,Transitorio,"0,00","45,00","135,00","3,00",1030100,0.0,45.0,45.0,inf
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz riego,2022,2022B,Transitorio,"300,00","656,00","3.936,00","6,00",1010101,300.0,656.0,356.0,2.1866666666666665
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz riego,2023,2023B,Transitorio,"300,00","675,00","4.050,00","6,00",1010101,300.0,675.0,375.0,2.25
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz riego,2024,2024B,Transitorio,"300,00","650,00","3.900,00","6,00",1010101,300.0,650.0,350.0,2.1666666666666665
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz riego,2025,2025B,Transitorio,"200,00","650,00","3.900,00","6,00",1010101,200.0,650.0,450.0,3.25
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,Transitorio,"75,00","8.681,00","52.086,00","6,00",1010103,75.0,8681.0,8606.0,115.74666666666667
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023B,Transitorio,"100,00","8.600,00","51.600,00","6,00",1010103,100.0,8600.0,8500.0,86.0
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024B,Transitorio,"130,00","10.317,00","61.902,00","6,00",1010103,130.0,10317.0,10187.0,79.36153846153846
50,Meta,50001,Villavicencio,Cereales,Cereales,Arroz,Arroz secano mecanizado,2025,2025B,Transitorio,"150,00","9.145,00","54.870,00","6,00",1010103,150.0,9145.0,8995.0,60.96666666666667
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022B,Transitorio,"1.225,00","2.815,00","20.549,50","7,30",1010401,1225.0,2815.0,1590.0,2.2979591836734694
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023B,Transitorio,"1.200,00","2.000,00","14.000,00","7,00",1010401,1200.0,2000.0,800.0,1.6666666666666667
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"1.100,00","1.900,00","12.350,00","6,50",1010401,1100.0,1900.0,800.0,1.7272727272727273
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025B,Transitorio,"1.150,00","3.250,00","21.775,00","6,70",1010401,1150.0,3250.0,2100.0,2.8260869565217392
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"87,00","223,00","1.070,40","4,80",1010402,87.0,223.0,136.0,2.5632183908045976
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"85,00","210,00","1.008,00","4,80",1010402,85.0,210.0,125.0,2.4705882352941178
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"65,00","160,00","720,00","4,50",1010402,65.0,160.0,95.0,2.4615384615384617
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"65,00","98,00","441,00","4,50",1010402,65.0,98.0,33.0,1.5076923076923077
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2022,2022B,Transitorio,"214,00","279,00","1.674,00","6,00",1010403,214.0,279.0,65.0,1.3037383177570094
50,Meta,50001,Villavicencio,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2025,2025B,Transitorio,"150,00","400,00","2.800,00","7,00",1010403,150.0,400.0,250.0,2.6666666666666665
50,Meta,50001,Villavicencio,Oleaginosas,Oleaginosas,Soya,Soya,2024,2024A,Transitorio,"0,00","400,00","800,00","2,00",1070600,0.0,400.0,400.0,inf
50,Meta,50001,Villavicencio,Oleaginosas,Oleaginosas,Soya,Soya,2025,2025A,Transitorio,"15,00","350,00","770,00","2,20",1070600,15.0,350.0,335.0,23.333333333333332
50,Meta,50001,Villavicencio,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"66,00","85,00","1.020,00","12,00",1081001,66.0,85.0,19.0,1.2878787878787878
50,Meta,50001,Villavicencio,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"65,00","80,00","960,00","12,00",1081001,65.0,80.0,15.0,1.2307692307692308
50,Meta,50006,Acacías,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,Transitorio,"0,00","411,00","1.849,50","4,50",1010103,0.0,411.0,411.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023B,Transitorio,"0,00","482,00","2.169,00","4,50",1010103,0.0,482.0,482.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024B,Transitorio,"0,00","787,00","3.541,50","4,50",1010103,0.0,787.0,787.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Arroz,Arroz secano mecanizado,2025,2025B,Transitorio,"0,00","702,00","3.159,00","4,50",1010103,0.0,702.0,702.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022B,Transitorio,"0,00","64,00","89,49","1,40",1010401,0.0,64.0,64.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023B,Transitorio,"0,00","45,00","225,00","5,00",1010401,0.0,45.0,45.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"0,00","40,00","55,93","1,40",1010401,0.0,40.0,40.0,inf
50,Meta,50006,Acacías,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025B,Transitorio,"0,00","50,00","69,92","1,40",1010401,0.0,50.0,50.0,inf
50,Meta,50006,Acacías,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022A,Transitorio,"14,00","20,00","240,00","12,00",1081001,14.0,20.0,6.0,1.4285714285714286
50,Meta,50006,Acacías,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"12,00","15,00","180,00","12,00",1081001,12.0,15.0,3.0,1.25
50,Meta,50110,Barranca de Upía,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022B,Transitorio,"0,00","366,00","1.464,00","4,00",1010401,0.0,366.0,366.0,inf
50,Meta,50110,Barranca de Upía,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023B,Transitorio,"90,00","220,00","880,00","4,00",1010401,90.0,220.0,130.0,2.4444444444444446
50,Meta,50110,Barranca de Upía,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"70,00","145,00","580,00","4,00",1010401,70.0,145.0,75.0,2.0714285714285716
50,Meta,50110,Barranca de Upía,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025B,Transitorio,"45,00","75,00","300,00","4,00",1010401,45.0,75.0,30.0,1.6666666666666667
50,Meta,50110,Barranca de Upía,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","30,00","90,00","3,00",1010402,0.0,30.0,30.0,inf
50,Meta,50110,Barranca de Upía,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"61,00","116,00","290,00","2,50",1010402,61.0,116.0,55.0,1.901639344262295
50,Meta,50110,Barranca de Upía,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"55,00","65,00","1.170,00","18,00",1081001,55.0,65.0,10.0,1.1818181818181819
50,Meta,50110,Barranca de Upía,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"69,00","90,00","1.620,00","18,00",1081001,69.0,90.0,21.0,1.3043478260869565
50,Meta,50110,Barranca de Upía,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"10,00","50,00","900,00","18,00",1081001,10.0,50.0,40.0,5.0
50,Meta,50124,Cabuyaro,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,Transitorio,"1.000,00","2.000,00","11.200,00","5,60",1010103,1000.0,2000.0,1000.0,2.0
50,Meta,50124,Cabuyaro,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024B,Transitorio,"1.000,00","2.000,00","11.200,00","5,60",1010103,1000.0,2000.0,1000.0,2.0
50,Meta,50124,Cabuyaro,Cereales,Cereales,Arroz,Arroz secano mecanizado,2025,2025B,Transitorio,"1.000,00","2.300,00","12.880,00","5,60",1010103,1000.0,2300.0,1300.0,2.3
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022B,Transitorio,"0,00","240,00","1.440,00","6,00",1010401,0.0,240.0,240.0,inf
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023B,Transitorio,"300,00","350,00","2.100,00","6,00",1010401,300.0,350.0,50.0,1.1666666666666667
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025B,Transitorio,"350,00","1.500,00","9.000,00","6,00",1010401,350.0,1500.0,1150.0,4.285714285714286
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"15,00","60,00","210,00","3,50",1010402,15.0,60.0,45.0,4.0
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"15,00","60,00","240,00","4,00",1010402,15.0,60.0,45.0,4.0
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"15,00","60,00","240,00","4,00",1010402,15.0,60.0,45.0,4.0
50,Meta,50124,Cabuyaro,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"15,00","100,00","400,00","4,00",1010402,15.0,100.0,85.0,6.666666666666667
50,Meta,50124,Cabuyaro,Oleaginosas,Oleaginosas,Soya,Soya,2023,2023A,Transitorio,"0,00","150,00","375,00","2,50",1070600,0.0,150.0,150.0,inf
50,Meta,50124,Cabuyaro,Oleaginosas,Oleaginosas,Soya,Soya,2024,2024A,Transitorio,"0,00","350,00","875,00","2,50",1070600,0.0,350.0,350.0,inf
50,Meta,50124,Cabuyaro,Oleaginosas,Oleaginosas,Soya,Soya,2025,2025B,Transitorio,"350,00","500,00","1.250,00","2,50",1070600,350.0,500.0,150.0,1.4285714285714286
50,Meta,50124,Cabuyaro,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"10,00","15,00","150,00","10,00",1081001,10.0,15.0,5.0,1.5
50,Meta,50124,Cabuyaro,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"10,00","21,00","210,00","10,00",1081001,10.0,21.0,11.0,2.1
50,Meta,50124,Cabuyaro,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"10,00","100,00","1.000,00","10,00",1081001,10.0,100.0,90.0,10.0
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz riego,2022,2022A,Transitorio,"684,00","1.100,00","5.665,00","5,15",1010101,684.0,1100.0,416.0,1.608187134502924
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz riego,2023,2023B,Transitorio,"550,00","1.076,00","6.456,00","6,00",1010101,550.0,1076.0,526.0,1.9563636363636363
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz riego,2024,2024B,Transitorio,"700,00","1.224,00","6.732,00","5,50",1010101,700.0,1224.0,524.0,1.7485714285714287
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz riego,2025,2025B,Transitorio,"450,00","1.074,00","5.907,00","5,50",1010101,450.0,1074.0,624.0,2.3866666666666667
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,Transitorio,"0,00","50,00","200,00","4,00",1010103,0.0,50.0,50.0,inf
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023B,Transitorio,"0,00","25,00","100,00","4,00",1010103,0.0,25.0,25.0,inf
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024B,Transitorio,"60,00","160,00","640,00","4,00",1010103,60.0,160.0,100.0,2.6666666666666665
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022A,Transitorio,"100,00","183,00","1.006,50","5,50",1010401,100.0,183.0,83.0,1.83
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022B,Transitorio,"50,00","60,00","360,00","6,00",1010401,50.0,60.0,10.0,1.2
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"258,00","361,50","2.169,00","6,00",1010401,258.0,361.5,103.5,1.4011627906976745
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2025,2025B,Transitorio,"258,00","387,50","2.325,00","6,00",1010401,258.0,387.5,129.5,1.501937984496124
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"1,00","10,00","30,00","3,00",1010402,1.0,10.0,9.0,10.0
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"1,00","12,00","36,00","3,00",1010402,1.0,12.0,11.0,12.0
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"1,00","15,00","45,00","3,00",1010402,1.0,15.0,14.0,15.0
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2022,2022B,Transitorio,"0,00","1,00","3,00","3,00",1010403,0.0,1.0,1.0,inf
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2024,2024A,Transitorio,"1,00","3,00","7,50","2,50",1010403,1.0,3.0,2.0,3.0
50,Meta,50150,Castilla La Nueva,Cereales,Cereales,Maíz,Maíz blanco tecnificado,2024,2024B,Transitorio,"0,00","1,00","3,00","3,00",1010403,0.0,1.0,1.0,inf
50,Meta,50150,Castilla La Nueva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"50,00","80,00","1.200,00","15,00",1081001,50.0,80.0,30.0,1.6
50,Meta,50150,Castilla La Nueva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"15,00","60,00","840,00","14,00",1081001,15.0,60.0,45.0,4.0
50,Meta,50150,Castilla La Nueva,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025B,Transitorio,"15,00","20,00","280,00","14,00",1081001,15.0,20.0,5.0,1.3333333333333333
50,Meta,50223,Cubarral,Hortalizas,Hortalizas de fruto,Ají,Ají,2024,2024B,Transitorio,"0,00","1,00","5,50","5,50",1050300,0.0,1.0,1.0,inf
50,Meta,50223,Cubarral,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024A,Transitorio,"0,00","5,00","5,00","1,00",1060200,0.0,5.0,5.0,inf
50,Meta,50223,Cubarral,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2024,2024B,Transitorio,"0,00","0,06","0,18","3,00",1052901,0.0,0.06,0.06,inf
50,Meta,50223,Cubarral,Hortalizas,Hortalizas de fruto,Tomate,Tomate invernadero,2025,2025B,Transitorio,"0,00","0,06","7,92","132,00",1052902,0.0,0.06,0.06,inf
50,Meta,50223,Cubarral,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024A,Transitorio,"0,00","10,00","150,00","15,00",1081001,0.0,10.0,10.0,inf
50,Meta,50226,Cumaral,Cereales,Cereales,Arroz,Arroz secano mecanizado,2022,2022B,Transitorio,"0,00","2.269,00","15.883,00","7,00",1010103,0.0,2269.0,2269.0,inf
50,Meta,50226,Cumaral,Cereales,Cereales,Arroz,Arroz secano mecanizado,2023,2023B,Transitorio,"0,00","2.743,00","19.201,00","7,00",1010103,0.0,2743.0,2743.0,inf
50,Meta,50226,Cumaral,Cereales,Cereales,Arroz,Arroz secano mecanizado,2024,2024B,Transitorio,"0,00","3.214,00","22.498,00","7,00",1010103,0.0,3214.0,3214.0,inf
50,Meta,50226,Cumaral,Cereales,Cereales,Arroz,Arroz secano mecanizado,2025,2025B,Transitorio,"0,00","975,00","8.121,75","8,33",1010103,0.0,975.0,975.0,inf
50,Meta,50226,Cumaral,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2022,2022A,Transitorio,"400,00","980,00","5.390,00","5,50",1010401,400.0,980.0,580.0,2.45
50,Meta,50226,Cumaral,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2023,2023B,Transitorio,"480,00","650,00","3.575,00","5,50",1010401,480.0,650.0,170.0,1.3541666666666667
50,Meta,50226,Cumaral,Cereales,Cereales,Maíz,Maíz amarillo tecnificado,2024,2024B,Transitorio,"540,00","620,00","3.410,00","5,50",1010401,540.0,620.0,80.0,1.1481481481481481
50,Meta,50226,Cumaral,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"30,00","35,00","140,00","4,00",1010402,30.0,35.0,5.0,1.1666666666666667
50,Meta,50226,Cumaral,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"35,00","40,00","160,00","4,00",1010402,35.0,40.0,5.0,1.1428571428571428
50,Meta,50226,Cumaral,Oleaginosas,Oleaginosas,Soya,Soya,2022,2022A,Transitorio,"0,00","940,00","1.880,00","2,00",1070600,0.0,940.0,940.0,inf
50,Meta,50226,Cumaral,Oleaginosas,Oleaginosas,Soya,Soya,2023,2023A,Transitorio,"0,00","900,00","1.800,00","2,00",1070600,0.0,900.0,900.0,inf
50,Meta,50226,Cumaral,Oleaginosas,Oleaginosas,Soya,Soya,2024,2024A,Transitorio,"0,00","1.097,00","2.194,00","2,00",1070600,0.0,1097.0,1097.0,inf
50,Meta,50226,Cumaral,Oleaginosas,Oleaginosas,Soya,Soya,2025,2025A,Transitorio,"0,00","1.350,00","3.375,00","2,50",1070600,0.0,1350.0,1350.0,inf
50,Meta,50226,Cumaral,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2022,2022B,Transitorio,"10,00","67,00","536,00","8,00",1081001,10.0,67.0,57.0,6.7
50,Meta,50226,Cumaral,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2025,2025A,Transitorio,"35,00","50,00","405,00","8,10",1081001,35.0,50.0,15.0,1.4285714285714286
50,Meta,50245,El Calvario,Raíces y tubérculos,Raíces y tubérculos,Achira,Achira,2023,2023A,Transitorio,"20,00","26,00","52,00","2,00",1080100,20.0,26.0,6.0,1.3
50,Meta,50245,El Calvario,Raíces y tubérculos,Raíces y tubérculos,Achira,Achira,2025,2025A,Transitorio,"20,00","25,00","37,50","1,50",1080100,20.0,25.0,5.0,1.25
50,Meta,50245,El Calvario,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"520,00","598,00","1.016,60","1,70",1060200,520.0,598.0,78.0,1.15
50,Meta,50245,El Calvario,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024A,Transitorio,"0,00","208,00","353,60","1,70",1060200,0.0,208.0,208.0,inf
50,Meta,50245,El Calvario,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"0,00","120,00","180,00","1,50",1060200,0.0,120.0,120.0,inf
50,Meta,50251,El Castillo,Hortalizas,Hortalizas de fruto,Ahuyama,Ahuyama,2025,2025B,Transitorio,"5,00","10,00","150,00","15,00",1050200,5.0,10.0,5.0,2.0
50,Meta,50251,El Castillo,Cereales,Cereales,Arroz,Arroz secano manual,2023,2023B,Transitorio,"465,00","919,00","4.595,00","5,00",1010102,465.0,919.0,454.0,1.9763440860215054
