Código Dane departamento,Departamento,Código Dane municipio,Municipio,Grupo cultivo,Subgrupo,Cultivo,Desagregación cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento,Código del cultivo,area_sembrada_num,area_cosechada_num,diferencia_ha,ratio_cosechada_sembrada
15,Boyacá,15001,Tunja,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"0,00","8,00","8,39","1,05",1060200,0.0,8.0,8.0,inf
15,Boyacá,15001,Tunja,Leguminosas,Leguminosas,Haba,Haba,2025,2025A,Transitorio,"6,00","10,00","40,00","4,00",1060500,6.0,10.0,4.0,1.6666666666666667
15,Boyacá,15001,Tunja,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"112,00","160,00","320,00","2,00",1010402,112.0,160.0,48.0,1.4285714285714286
15,Boyacá,15001,Tunja,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025A,Transitorio,"40,00","320,00","640,00","2,00",1010402,40.0,320.0,280.0,8.0
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025B,Transitorio,"200,00","380,00","3.800,00","10,00",1080702,200.0,380.0,180.0,1.9
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"1.800,00","1.980,00","39.600,00","20,00",1080701,1800.0,1980.0,180.0,1.1
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"1.200,00","1.450,00","29.000,00","20,00",1080701,1200.0,1450.0,250.0,1.2083333333333333
15,Boyacá,15001,Tunja,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025B,Transitorio,"1.600,00","2.730,00","70.980,00","26,00",1080701,1600.0,2730.0,1130.0,1.70625
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2022,2022B,Transitorio,"140,00","185,00","5.180,00","28,00",1053000,140.0,185.0,45.0,1.3214285714285714
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2024,2024A,Transitorio,"280,00","300,00","8.400,00","28,00",1053000,280.0,300.0,20.0,1.0714285714285714
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2024,2024B,Transitorio,"120,00","280,00","7.840,00","28,00",1053000,120.0,280.0,160.0,2.3333333333333335
15,Boyacá,15001,Tunja,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2025,2025B,Transitorio,"120,00","160,00","4.480,00","28,00",1053000,120.0,160.0,40.0,1.3333333333333333
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024B,Transitorio,"0,00","3,00","9,00","3,00",1080200,0.0,3.0,3.0,inf
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025A,Transitorio,"2,00","3,00","9,00","3,00",1080200,2.0,3.0,1.0,1.5
15,Boyacá,15022,Almeida,Leguminosas,Leguminosas,Arveja,Arveja,2022,2022A,Transitorio,"5,00","6,00","9,00","1,50",1060100,5.0,6.0,1.0,1.2
15,Boyacá,15022,Almeida,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025A,Transitorio,"4,50","5,00","7,50","1,50",1060100,4.5,5.0,0.5,1.1111111111111112
15,Boyacá,15022,Almeida,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","49,00","88,20","1,80",1010402,0.0,49.0,49.0,inf
15,Boyacá,15022,Almeida,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","50,00","90,00","1,80",1010402,0.0,50.0,50.0,inf
15,Boyacá,15022,Almeida,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","55,00","99,00","1,80",1010402,0.0,55.0,55.0,inf
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022B,Transitorio,"0,00","4,50","40,50","9,00",1080701,0.0,4.5,4.5,inf
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"5,00","9,00","81,00","9,00",1080701,5.0,9.0,4.0,1.8
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"5,00","9,00","81,00","9,00",1080701,5.0,9.0,4.0,1.8
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023A,Transitorio,"14,00","16,00","40,00","2,50",1081001,14.0,16.0,2.0,1.1428571428571428
15,Boyacá,15022,Almeida,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2023,2023B,Transitorio,"4,00","10,00","25,00","2,50",1081001,4.0,10.0,6.0,2.5
15,Boyacá,15047,Aquitania,Leguminosas,Leguminosas,Arveja,Arveja,2022,2022B,Transitorio,"16,00","20,00","29,81","1,49",1060100,16.0,20.0,4.0,1.25
15,Boyacá,15047,Aquitania,Leguminosas,Leguminosas,Arveja,Arveja,2024,2024A,Transitorio,"0,00","17,50","27,80","1,59",1060100,0.0,17.5,17.5,inf
15,Boyacá,15047,Aquitania,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025A,Transitorio,"10,00","13,00","15,19","1,17",1060100,10.0,13.0,3.0,1.3
15,Boyacá,15047,Aquitania,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2023,2023B,Transitorio,"1.500,00","2.000,00","76.000,00","38,00",1051200,1500.0,2000.0,500.0,1.3333333333333333
15,Boyacá,15047,Aquitania,Hortalizas,Hortalizas de tallo,Cebolla de rama,Cebolla de rama,2025,2025B,Transitorio,"1.480,00","2.800,00","106.400,00","38,00",1051200,1480.0,2800.0,1320.0,1.8918918918918919
15,Boyacá,15047,Aquitania,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"10,00","24,00","31,20","1,30",1060200,10.0,24.0,14.0,2.4
15,Boyacá,15047,Aquitania,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024A,Transitorio,"0,00","23,00","34,50","1,50",1060200,0.0,23.0,23.0,inf
15,Boyacá,15047,Aquitania,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"0,00","19,00","13,29","0,70",1060200,0.0,19.0,19.0,inf
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2022,2022A,Transitorio,"4,00","17,00","136,00","8,00",1080702,4.0,17.0,13.0,4.25
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2023,2023A,Transitorio,"3,00","12,00","84,00","7,00",1080702,3.0,12.0,9.0,4.0
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025A,Transitorio,"3,00","6,00","48,00","8,00",1080702,3.0,6.0,3.0,2.0
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022A,Transitorio,"9,00","115,00","1.150,00","10,00",1080701,9.0,115.0,106.0,12.777777777777779
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023A,Transitorio,"7,00","65,00","1.170,00","18,00",1080701,7.0,65.0,58.0,9.285714285714286
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"20,00","75,00","1.875,00","25,00",1080701,20.0,75.0,55.0,3.75
15,Boyacá,15047,Aquitania,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"40,00","52,00","1.300,00","25,00",1080701,40.0,52.0,12.0,1.3
15,Boyacá,15051,Arcabuco,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"5,00","6,00","6,21","1,03",1010402,5.0,6.0,1.0,1.2
15,Boyacá,15051,Arcabuco,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"3,00","6,50","5,45","0,84",1010402,3.0,6.5,3.5,2.1666666666666665
15,Boyacá,15051,Arcabuco,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022A,Transitorio,"1.200,00","1.240,00","31.000,00","25,00",1080701,1200.0,1240.0,40.0,1.0333333333333334
15,Boyacá,15051,Arcabuco,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023A,Transitorio,"1.240,00","1.345,00","33.625,00","25,00",1080701,1240.0,1345.0,105.0,1.0846774193548387
15,Boyacá,15051,Arcabuco,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"1.200,00","1.400,00","35.000,00","25,00",1080701,1200.0,1400.0,200.0,1.1666666666666667
15,Boyacá,15051,Arcabuco,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025A,Transitorio,"1.000,00","2.250,00","54.000,00","24,00",1080701,1000.0,2250.0,1250.0,2.25
15,Boyacá,15087,Belén,Hortalizas,Hortalizas de raíz,Ajo,Ajo,2023,2023A,Transitorio,"3,00","4,00","56,00","14,00",1050400,3.0,4.0,1.0,1.3333333333333333
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Arveja,Arveja,2023,2023B,Transitorio,"9,00","15,00","22,36","1,49",1060100,9.0,15.0,6.0,1.6666666666666667
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Arveja,Arveja,2024,2024B,Transitorio,"12,00","15,00","22,36","1,49",1060100,12.0,15.0,3.0,1.25
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025B,Transitorio,"12,00","15,00","21,73","1,45",1060100,12.0,15.0,3.0,1.25
15,Boyacá,15087,Belén,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2025,2025B,Transitorio,"18,00","20,00","380,00","19,00",1051100,18.0,20.0,2.0,1.1111111111111112
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023A,Transitorio,"8,00","15,00","15,73","1,05",1060200,8.0,15.0,7.0,1.875
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024A,Transitorio,"10,00","15,00","15,73","1,05",1060200,10.0,15.0,5.0,1.5
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Haba,Haba,2024,2024B,Transitorio,"4,00","6,00","9,29","1,55",1060500,4.0,6.0,2.0,1.5
15,Boyacá,15087,Belén,Leguminosas,Leguminosas,Haba,Haba,2025,2025B,Transitorio,"4,00","8,00","12,39","1,55",1060500,4.0,8.0,4.0,2.0
15,Boyacá,15087,Belén,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","20,00","24,05","1,20",1010402,0.0,20.0,20.0,inf
15,Boyacá,15087,Belén,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","20,00","24,05","1,20",1010402,0.0,20.0,20.0,inf
15,Boyacá,15087,Belén,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025B,Transitorio,"100,00","110,00","1.320,00","12,00",1080702,100.0,110.0,10.0,1.1
15,Boyacá,15087,Belén,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023A,Transitorio,"280,00","285,00","5.130,00","18,00",1080701,280.0,285.0,5.0,1.0178571428571428
15,Boyacá,15087,Belén,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"285,00","290,00","5.220,00","18,00",1080701,285.0,290.0,5.0,1.0175438596491229
15,Boyacá,15087,Belén,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025B,Transitorio,"285,00","290,00","5.220,00","18,00",1080701,285.0,290.0,5.0,1.0175438596491229
15,Boyacá,15087,Belén,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2025,2025B,Transitorio,"36,00","45,00","1.125,00","25,00",1053000,36.0,45.0,9.0,1.25
15,Boyacá,15090,Berbeo,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"2,00","3,00","27,00","9,00",1081001,2.0,3.0,1.0,1.5
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Cebada,Cebada,2024,2024B,Transitorio,"0,00","4,00","6,00","1,50",1010300,0.0,4.0,4.0,inf
15,Boyacá,15092,Betéitiva,Hortalizas,Hortalizas de raíz,Cebolla de bulbo,Cebolla de bulbo,2024,2024B,Transitorio,"4,00","15,50","263,50","17,00",1051100,4.0,15.5,11.5,3.875
15,Boyacá,15092,Betéitiva,Leguminosas,Leguminosas,Haba,Haba,2022,2022B,Transitorio,"0,00","3,00","2,65","0,88",1060500,0.0,3.0,3.0,inf
15,Boyacá,15092,Betéitiva,Leguminosas,Leguminosas,Haba,Haba,2023,2023B,Transitorio,"0,00","3,00","2,64","0,88",1060500,0.0,3.0,3.0,inf
15,Boyacá,15092,Betéitiva,Leguminosas,Leguminosas,Haba,Haba,2024,2024B,Transitorio,"0,00","3,00","2,64","0,88",1060500,0.0,3.0,3.0,inf
15,Boyacá,15092,Betéitiva,Leguminosas,Leguminosas,Haba,Haba,2025,2025B,Transitorio,"0,00","1,00","0,90","0,90",1060500,0.0,1.0,1.0,inf
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"0,00","17,00","28,53","1,68",1010402,0.0,17.0,17.0,inf
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"0,00","18,00","30,20","1,68",1010402,0.0,18.0,18.0,inf
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"0,00","9,00","12,58","1,40",1010402,0.0,9.0,9.0,inf
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"0,00","10,00","13,98","1,40",1010402,0.0,10.0,10.0,inf
15,Boyacá,15092,Betéitiva,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2024,2024B,Transitorio,"3,00","3,50","35,00","10,00",1080702,3.0,3.5,0.5,1.1666666666666667
15,Boyacá,15092,Betéitiva,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025A,Transitorio,"5,00","8,00","80,00","10,00",1080702,5.0,8.0,3.0,1.6
15,Boyacá,15092,Betéitiva,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022B,Transitorio,"14,00","43,00","645,00","15,00",1080701,14.0,43.0,29.0,3.0714285714285716
15,Boyacá,15092,Betéitiva,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2023,2023B,Transitorio,"14,00","43,00","688,00","16,00",1080701,14.0,43.0,29.0,3.0714285714285716
15,Boyacá,15092,Betéitiva,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"8,00","20,00","320,00","16,00",1080701,8.0,20.0,12.0,2.5
15,Boyacá,15092,Betéitiva,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025B,Transitorio,"7,00","22,00","352,00","16,00",1080701,7.0,22.0,15.0,3.142857142857143
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Trigo,Trigo,2024,2024B,Transitorio,"0,00","9,00","18,00","2,00",1010800,0.0,9.0,9.0,inf
15,Boyacá,15092,Betéitiva,Cereales,Cereales,Trigo,Trigo,2025,2025B,Transitorio,"0,00","9,00","18,00","2,00",1010800,0.0,9.0,9.0,inf
15,Boyacá,15097,Boavita,Leguminosas,Leguminosas,Arveja,Arveja,2022,2022A,Transitorio,"20,00","27,00","31,54","1,17",1060100,20.0,27.0,7.0,1.35
15,Boyacá,15097,Boavita,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025B,Transitorio,"25,00","30,00","30,84","1,03",1060100,25.0,30.0,5.0,1.2
15,Boyacá,15097,Boavita,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022B,Transitorio,"60,00","135,00","188,81","1,40",1060200,60.0,135.0,75.0,2.25
15,Boyacá,15097,Boavita,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023B,Transitorio,"80,00","130,00","181,82","1,40",1060200,80.0,130.0,50.0,1.625
15,Boyacá,15097,Boavita,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"20,00","110,00","153,85","1,40",1060200,20.0,110.0,90.0,5.5
15,Boyacá,15097,Boavita,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"30,00","190,00","265,73","1,40",1060200,30.0,190.0,160.0,6.333333333333333
15,Boyacá,15097,Boavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"210,00","370,00","310,42","0,84",1010402,210.0,370.0,160.0,1.7619047619047619
15,Boyacá,15097,Boavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"250,00","380,00","319,20","0,84",1010402,250.0,380.0,130.0,1.52
15,Boyacá,15097,Boavita,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"150,00","450,00","450,00","1,00",1010402,150.0,450.0,300.0,3.0
15,Boyacá,15097,Boavita,Hortalizas,Hortalizas de fruto,Tomate,Tomate,2025,2025B,Transitorio,"3,00","5,00","200,00","40,00",1052901,3.0,5.0,2.0,1.6666666666666667
15,Boyacá,15097,Boavita,Cereales,Cereales,Trigo,Trigo,2022,2022A,Transitorio,"25,00","40,00","60,00","1,50",1010800,25.0,40.0,15.0,1.6
15,Boyacá,15097,Boavita,Cereales,Cereales,Trigo,Trigo,2023,2023A,Transitorio,"40,00","42,00","63,00","1,50",1010800,40.0,42.0,2.0,1.05
15,Boyacá,15097,Boavita,Cereales,Cereales,Trigo,Trigo,2024,2024A,Transitorio,"20,00","80,00","120,00","1,50",1010800,20.0,80.0,60.0,4.0
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2022,2022A,Transitorio,"140,00","160,00","3.200,00","20,00",1080200,140.0,160.0,20.0,1.1428571428571428
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2022,2022B,Transitorio,"0,00","140,00","2.800,00","20,00",1080200,0.0,140.0,140.0,inf
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2024,2024A,Transitorio,"120,00","140,00","2.800,00","20,00",1080200,120.0,140.0,20.0,1.1666666666666667
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Arracacha,Arracacha,2025,2025A,Transitorio,"110,00","120,00","2.400,00","20,00",1080200,110.0,120.0,10.0,1.0909090909090908
15,Boyacá,15104,Boyacá,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025A,Transitorio,"40,00","50,00","58,41","1,17",1060100,40.0,50.0,10.0,1.25
15,Boyacá,15104,Boyacá,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025A,Transitorio,"40,00","50,00","45,45","0,91",1060200,40.0,50.0,10.0,1.25
15,Boyacá,15104,Boyacá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"11,00","12,00","14,40","1,20",1010402,11.0,12.0,1.0,1.0909090909090908
15,Boyacá,15104,Boyacá,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"11,00","12,00","14,40","1,20",1010402,11.0,12.0,1.0,1.0909090909090908
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025B,Transitorio,"60,00","80,00","1.360,00","17,00",1080702,60.0,80.0,20.0,1.3333333333333333
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022A,Transitorio,"170,00","190,00","3.800,00","20,00",1080701,170.0,190.0,20.0,1.1176470588235294
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"220,00","230,00","4.600,00","20,00",1080701,220.0,230.0,10.0,1.0454545454545454
15,Boyacá,15104,Boyacá,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2025,2025B,Transitorio,"150,00","300,00","6.000,00","20,00",1080701,150.0,300.0,150.0,2.0
15,Boyacá,15104,Boyacá,Hortalizas,Hortalizas de fruto,Pepino Guiso,Pepino guiso,2025,2025A,Transitorio,"6,00","7,00","35,00","5,00",1052400,6.0,7.0,1.0,1.1666666666666667
15,Boyacá,15104,Boyacá,Hortalizas,Hortalizas de raíz,Zanahoria,Zanahoria,2025,2025A,Transitorio,"100,00","150,00","4.500,00","30,00",1053000,100.0,150.0,50.0,1.5
15,Boyacá,15106,Briceño,Leguminosas,Leguminosas,Frijol,Frijol,2022,2022A,Transitorio,"3,00","23,00","34,50","1,50",1060200,3.0,23.0,20.0,7.666666666666667
15,Boyacá,15106,Briceño,Leguminosas,Leguminosas,Frijol,Frijol,2023,2023A,Transitorio,"3,00","4,00","4,00","1,00",1060200,3.0,4.0,1.0,1.3333333333333333
15,Boyacá,15106,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"10,00","28,00","28,00","1,00",1010402,10.0,28.0,18.0,2.8
15,Boyacá,15106,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022B,Transitorio,"8,00","9,00","9,00","1,00",1010402,8.0,9.0,1.0,1.125
15,Boyacá,15106,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023A,Transitorio,"8,00","12,00","12,00","1,00",1010402,8.0,12.0,4.0,1.5
15,Boyacá,15106,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2024,2024B,Transitorio,"5,00","9,00","31,50","3,50",1010402,5.0,9.0,4.0,1.8
15,Boyacá,15106,Briceño,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2025,2025B,Transitorio,"5,00","10,00","30,00","3,00",1010402,5.0,10.0,5.0,2.0
15,Boyacá,15106,Briceño,Raíces y tubérculos,Raíces y tubérculos,Yuca,Yuca consumo en fresco,2024,2024B,Transitorio,"8,00","9,00","90,00","10,00",1081001,8.0,9.0,1.0,1.125
15,Boyacá,15109,Buenavista,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa criolla,2025,2025A,Transitorio,"5,00","10,00","105,00","10,50",1080702,5.0,10.0,5.0,2.0
15,Boyacá,15109,Buenavista,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2022,2022B,Transitorio,"21,00","22,00","440,00","20,00",1080701,21.0,22.0,1.0,1.0476190476190477
15,Boyacá,15109,Buenavista,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024A,Transitorio,"20,00","22,00","396,00","18,00",1080701,20.0,22.0,2.0,1.1
15,Boyacá,15109,Buenavista,Raíces y tubérculos,Raíces y tubérculos,Papa,Papa todas las variedades,2024,2024B,Transitorio,"15,00","20,00","360,00","18,00",1080701,15.0,20.0,5.0,1.3333333333333333
15,Boyacá,15131,Caldas,Leguminosas,Leguminosas,Arveja,Arveja,2022,2022B,Transitorio,"20,00","30,00","42,06","1,40",1060100,20.0,30.0,10.0,1.5
15,Boyacá,15131,Caldas,Leguminosas,Leguminosas,Arveja,Arveja,2023,2023B,Transitorio,"30,00","35,00","49,07","1,40",1060100,30.0,35.0,5.0,1.1666666666666667
15,Boyacá,15131,Caldas,Leguminosas,Leguminosas,Arveja,Arveja,2024,2024B,Transitorio,"30,00","35,00","49,07","1,40",1060100,30.0,35.0,5.0,1.1666666666666667
15,Boyacá,15131,Caldas,Leguminosas,Leguminosas,Arveja,Arveja,2025,2025B,Transitorio,"30,00","50,00","70,09","1,40",1060100,30.0,50.0,20.0,1.6666666666666667
15,Boyacá,15131,Caldas,Leguminosas,Leguminosas,Frijol,Frijol,2024,2024B,Transitorio,"15,00","28,00","58,74","2,10",1060200,15.0,28.0,13.0,1.8666666666666667
15,Boyacá,15131,Caldas,Leguminosas,Leguminosas,Frijol,Frijol,2025,2025B,Transitorio,"15,00","28,00","58,74","2,10",1060200,15.0,28.0,13.0,1.8666666666666667
15,Boyacá,15131,Caldas,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2022,2022A,Transitorio,"90,00","104,00","104,00","1,00",1010402,90.0,104.0,14.0,1.1555555555555554
15,Boyacá,15131,Caldas,Cereales,Cereales,Maíz,Maíz amarillo tradicional,2023,2023B,Transitorio,"85,00","105,00","136,50","1,30",1010402,85.0,105.0,20.0,1.2352941176470589
