metrica,valor_original,cantidad
Área sembrada,"1.305,00",2
Área sembrada,"1.306,00",2
Área sembrada,"1.316,00",2
Área sembrada,"1.322,00",2
Área sembrada,"1.325,71",2
Área sembrada,"1.327,24",2
Área sembrada,"1.344,00",2
Área sembrada,"1.354,78",2
Área sembrada,"1.355,00",2
Área sembrada,"1.357,00",2
Área sembrada,"1.360,39",2
Área sembrada,"1.368,00",2
Área sembrada,"1.373,00",2
Área sembrada,"1.381,00",2
Área sembrada,"1.384,00",2
Área sembrada,"1.384,10",2
Área sembrada,"1.393,00",2
Área sembrada,"1.393,50",2
Área sembrada,"1.403,00",2
Área sembrada,"1.406,00",2
Área sembrada,"1.412,00",2
Área sembrada,"1.421,00",2
Área sembrada,"1.426,00",2
Área sembrada,"1.431,40",2
Área sembrada,"1.448,50",2
Área sembrada,"1.452,00",2
Área sembrada,"1.455,00",2
Área sembrada,"1.467,00",2
Área sembrada,"1.475,00",2
Área sembrada,"1.480,00",2
Área sembrada,"1.480,01",2
Área sembrada,"1.489,00",2
Área sembrada,"1.492,00",2
Área sembrada,"1.494,00",2
Área sembrada,"1.496,00",2
Área sembrada,"1.500,64",2
Área sembrada,"1.501,60",2
Área sembrada,"1.502,00",2
Área sembrada,"1.503,00",2
Área sembrada,"1.509,00",2
Área sembrada,"1.513,00",2
Área sembrada,"1.526,00",2
Área sembrada,"1.530,00",2
Área sembrada,"1.531,60",2
Área sembrada,"1.536,00",2
Área sembrada,"1.538,00",2
Área sembrada,"1.539,00",2
Área sembrada,"1.552,00",2
Área sembrada,"1.558,00",2
Área sembrada,"1.566,00",2
Área sembrada,"1.573,00",2
Área sembrada,"1.574,00",2
Área sembrada,"1.576,00",2
Área sembrada,"1.589,00",2
Área sembrada,"1.598,00",2
Área sembrada,"1.606,73",2
Área sembrada,"1.615,00",2
Área sembrada,"1.617,00",2
Área sembrada,"1.620,00",2
Área sembrada,"1.639,00",2
Área sembrada,"1.641,00",2
Área sembrada,"1.644,00",2
Área sembrada,"1.649,00",2
Área sembrada,"1.657,00",2
Área sembrada,"1.658,00",2
Área sembrada,"1.668,00",2
Área sembrada,"1.681,26",2
Área sembrada,"1.687,00",2
Área sembrada,"1.702,00",2
Área sembrada,"1.720,00",2
Área sembrada,"1.725,00",2
Área sembrada,"1.730,00",2
Área sembrada,"1.732,00",2
Área sembrada,"1.734,80",2
Área sembrada,"1.739,00",2
Área sembrada,"1.747,00",2
Área sembrada,"1.751,00",2
Área sembrada,"1.753,00",2
Área sembrada,"1.758,00",2
Área sembrada,"1.787,00",2
Área sembrada,"1.798,00",2
Área sembrada,"1.803,90",2
Área sembrada,"1.807,00",2
Área sembrada,"1.807,50",2
Área sembrada,"1.809,50",2
Área sembrada,"1.810,00",2
Área sembrada,"1.816,00",2
Área sembrada,"1.818,00",2
Área sembrada,"1.822,00",2
Área sembrada,"1.838,00",2
Área sembrada,"1.839,00",2
Área sembrada,"1.847,60",2
Área sembrada,"1.848,00",2
Área sembrada,"1.851,00",2
Área sembrada,"1.852,00",2
Área sembrada,"1.854,00",2
Área sembrada,"1.864,00",2
Área sembrada,"1.874,00",2
Área sembrada,"1.879,00",2
Área sembrada,"1.890,00",2
Área sembrada,"1.894,00",2
Área sembrada,"1.895,00",2
Área sembrada,"1.897,34",2
Área sembrada,"1.903,00",2
Área sembrada,"1.905,00",2
Área sembrada,"1.916,00",2
Área sembrada,"1.925,00",2
Área sembrada,"1.933,00",2
Área sembrada,"1.968,00",2
Área sembrada,"1.974,70",2
Área sembrada,"1.986,00",2
Área sembrada,"1.991,00",2
Área sembrada,"1.998,00",2
Área sembrada,"10.466,54",2
Área sembrada,"10.500,00",2
Área sembrada,"10.780,00",2
Área sembrada,"11.320,00",2
Área sembrada,"11.871,20",2
Área sembrada,"12.911,45",2
Área sembrada,"13.248,00",2
Área sembrada,"13.905,00",2
Área sembrada,"14.150,00",2
Área sembrada,"14.276,00",2
Área sembrada,"14.350,00",2
Área sembrada,"14.404,00",2
Área sembrada,"14.500,00",2
Área sembrada,"14.700,00",2
Área sembrada,"15.028,00",2
Área sembrada,"15.631,00",2
Área sembrada,"16.870,00",2
Área sembrada,"17.000,00",2
Área sembrada,"17.037,00",2
Área sembrada,"17.315,00",2
Área sembrada,"17.420,00",2
Área sembrada,"17.630,00",2
Área sembrada,"17.670,00",2
Área sembrada,"18.724,00",2
Área sembrada,"2.006,00",2
Área sembrada,"2.017,00",2
Área sembrada,"2.025,00",2
Área sembrada,"2.030,00",2
Área sembrada,"2.036,00",2
Área sembrada,"2.037,50",2
Área sembrada,"2.038,50",2
Área sembrada,"2.039,00",2
Área sembrada,"2.046,00",2
Área sembrada,"2.072,00",2
Área sembrada,"2.094,00",2
Área sembrada,"2.107,00",2
Área sembrada,"2.111,00",2
Área sembrada,"2.115,00",2
Área sembrada,"2.118,00",2
Área sembrada,"2.130,00",2
Área sembrada,"2.130,30",2
Área sembrada,"2.134,00",2
Área sembrada,"2.135,00",2
Área sembrada,"2.136,00",2
Área sembrada,"2.151,00",2
Área sembrada,"2.170,00",2
Área sembrada,"2.185,00",2
Área sembrada,"2.188,30",2
Área sembrada,"2.191,00",2
Área sembrada,"2.199,00",2
Área sembrada,"2.201,00",2
Área sembrada,"2.213,00",2
Área sembrada,"2.214,00",2
Área sembrada,"2.219,00",2
Área sembrada,"2.228,00",2
Área sembrada,"2.230,40",2
Área sembrada,"2.275,00",2
Área sembrada,"2.280,00",2
Área sembrada,"2.290,00",2
Área sembrada,"2.294,00",2
Área sembrada,"2.299,50",2
Área sembrada,"2.301,00",2
Área sembrada,"2.304,00",2
Área sembrada,"2.305,00",2
Área sembrada,"2.309,00",2
Área sembrada,"2.324,00",2
Área sembrada,"2.326,00",2
Área sembrada,"2.330,00",2
Área sembrada,"2.335,00",2
Área sembrada,"2.355,00",2
Área sembrada,"2.370,00",2
Área sembrada,"2.378,00",2
Área sembrada,"2.390,00",2
Área sembrada,"2.396,50",2
Área sembrada,"2.397,00",2
Área sembrada,"2.440,00",2
Área sembrada,"2.459,00",2
Área sembrada,"2.489,00",2
Área sembrada,"2.496,10",2
Área sembrada,"2.504,00",2
Área sembrada,"2.509,00",2
Área sembrada,"2.510,00",2
Área sembrada,"2.512,00",2
Área sembrada,"2.531,00",2
Área sembrada,"2.575,00",2
Área sembrada,"2.578,00",2
Área sembrada,"2.607,00",2
Área sembrada,"2.622,00",2
Área sembrada,"2.623,00",2
Área sembrada,"2.644,50",2
Área sembrada,"2.655,00",2
Área sembrada,"2.667,00",2
Área sembrada,"2.675,00",2
Área sembrada,"2.676,00",2
Área sembrada,"2.714,00",2
Área sembrada,"2.723,00",2
Área sembrada,"2.730,00",2
Área sembrada,"2.732,00",2
Área sembrada,"2.733,00",2
Área sembrada,"2.751,00",2
Área sembrada,"2.778,00",2
Área sembrada,"2.805,00",2
Área sembrada,"2.843,00",2
Área sembrada,"2.863,00",2
Área sembrada,"2.882,00",2
Área sembrada,"2.885,30",2
Área sembrada,"2.890,00",2
Área sembrada,"2.908,00",2
Área sembrada,"2.919,00",2
Área sembrada,"2.920,00",2
Área sembrada,"2.922,00",2
Área sembrada,"2.939,00",2
Área sembrada,"2.975,50",2
Área sembrada,"2.977,50",2
Área sembrada,"20.500,00",2
Área sembrada,"22.570,00",2
Área sembrada,"24.507,00",2
Área sembrada,"24.700,00",2
Área sembrada,"26.277,00",2
Área sembrada,"26.807,00",2
Área sembrada,"28.117,00",2
Área sembrada,"28.177,00",2
Área sembrada,"3.025,00",2
Área sembrada,"3.102,00",2
Área sembrada,"3.107,50",2
Área sembrada,"3.110,00",2
Área sembrada,"3.127,00",2
Área sembrada,"3.129,00",2
Área sembrada,"3.142,00",2
Área sembrada,"3.165,00",2
Área sembrada,"3.174,00",2
Área sembrada,"3.177,00",2
Área sembrada,"3.189,00",2
Área sembrada,"3.201,00",2
Área sembrada,"3.228,00",2
Área sembrada,"3.240,00",2
Área sembrada,"3.250,00",2
Área sembrada,"3.288,00",2
Área sembrada,"3.292,00",2
Área sembrada,"3.304,00",2
Área sembrada,"3.314,00",2
Área sembrada,"3.385,00",2
Área sembrada,"3.399,00",2
Área sembrada,"3.420,00",2
Área sembrada,"3.503,00",2
Área sembrada,"3.526,00",2
Área sembrada,"3.536,00",2
Área sembrada,"3.540,00",2
Área sembrada,"3.550,00",2
Área sembrada,"3.604,46",2
Área sembrada,"3.617,70",2
Área sembrada,"3.644,00",2
Área sembrada,"3.650,00",2
Área sembrada,"3.653,00",2
Área sembrada,"3.664,00",2
Área sembrada,"3.670,00",2
Área sembrada,"3.720,00",2
Área sembrada,"3.780,00",2
Área sembrada,"3.860,00",2
Área sembrada,"3.897,00",2
Área sembrada,"3.900,00",2
Área sembrada,"3.932,00",2
Área sembrada,"3.938,00",2
Área sembrada,"3.943,00",2
Área sembrada,"33.990,00",2
Área sembrada,"4.003,00",2
Área sembrada,"4.015,00",2
Área sembrada,"4.030,00",2
Área sembrada,"4.062,00",2
Área sembrada,"4.094,00",2
Área sembrada,"4.105,00",2
Área sembrada,"4.189,00",2
Área sembrada,"4.207,00",2
Área sembrada,"4.249,00",2
Área sembrada,"4.271,52",2
Área sembrada,"4.276,00",2
Área sembrada,"4.302,80",2
Área sembrada,"4.306,00",2
Área sembrada,"4.325,00",2
Área sembrada,"4.366,00",2
Área sembrada,"4.375,20",2
Área sembrada,"4.407,50",2
Área sembrada,"4.420,00",2
Área sembrada,"4.450,00",2
Área sembrada,"4.450,70",2
Área sembrada,"4.750,00",2
Área sembrada,"4.755,00",2
Área sembrada,"4.764,00",2
Área sembrada,"4.772,00",2
Área sembrada,"4.991,00",2
Área sembrada,"4.995,80",2
Área sembrada,"5.000,82",2
Área sembrada,"5.026,00",2
Área sembrada,"5.041,00",2
Área sembrada,"5.062,00",2
Área sembrada,"5.075,00",2
Área sembrada,"5.094,00",2
Área sembrada,"5.152,00",2
Área sembrada,"5.178,00",2
Área sembrada,"5.200,00",2
Área sembrada,"5.400,00",2
Área sembrada,"5.524,70",2
Área sembrada,"5.544,70",2
Área sembrada,"5.632,85",2
Área sembrada,"5.688,80",2
Área sembrada,"5.709,72",2
Área sembrada,"5.784,00",2
Área sembrada,"5.987,00",2
Área sembrada,"5.990,00",2
Área sembrada,"6.017,80",2
Área sembrada,"6.200,00",2
Área sembrada,"6.280,00",2
Área sembrada,"6.434,00",2
Área sembrada,"6.474,00",2
Área sembrada,"6.680,00",2
Área sembrada,"6.682,00",2
Área sembrada,"6.781,00",2
Área sembrada,"6.900,00",2
Área sembrada,"6.932,00",2
Área sembrada,"6.983,00",2
Área sembrada,"7.013,00",2
Área sembrada,"7.059,60",2
Área sembrada,"7.298,00",2
Área sembrada,"7.590,00",2
Área sembrada,"7.752,00",2
Área sembrada,"7.754,00",2
Área sembrada,"7.804,00",2
Área sembrada,"7.822,00",2
Área sembrada,"8.049,00",2
Área sembrada,"8.207,00",2
Área sembrada,"8.283,00",2
Área sembrada,"8.504,00",2
Área sembrada,"8.900,00",2
Área sembrada,"9.026,00",2
Área sembrada,"9.066,00",2
Área sembrada,"9.068,00",2
Área sembrada,"9.073,00",2
Área sembrada,"9.165,00",2
Área sembrada,"9.208,21",2
Área sembrada,"9.210,00",2
Área sembrada,"9.240,00",2
Área sembrada,"9.391,00",2
Área sembrada,"9.654,80",2
Área sembrada,"9.683,00",2
Área sembrada,"9.800,00",2
Área sembrada,"1.001,00",1
Área sembrada,"1.001,56",1
Área sembrada,"1.002,00",1
Área sembrada,"1.002,41",1
Área sembrada,"1.003,50",1
Área sembrada,"1.004,36",1
Área sembrada,"1.004,45",1
Área sembrada,"1.004,67",1
Área sembrada,"1.006,20",1
Área sembrada,"1.007,47",1
Área sembrada,"1.007,70",1
Área sembrada,"1.007,87",1
Área sembrada,"1.008,00",1
Área sembrada,"1.008,62",1
Área sembrada,"1.009,46",1
Área sembrada,"1.009,64",1
Área sembrada,"1.009,65",1
Área sembrada,"1.010,50",1
Área sembrada,"1.011,26",1
Área sembrada,"1.011,49",1
Área sembrada,"1.011,50",1
Área sembrada,"1.011,90",1
Área sembrada,"1.013,00",1
Área sembrada,"1.013,16",1
Área sembrada,"1.013,50",1
Área sembrada,"1.013,64",1
Área sembrada,"1.014,00",1
Área sembrada,"1.014,20",1
Área sembrada,"1.015,90",1
Área sembrada,"1.015,92",1
Área sembrada,"1.016,14",1
Área sembrada,"1.017,15",1
Área sembrada,"1.017,88",1
Área sembrada,"1.018,08",1
Área sembrada,"1.018,24",1
Área sembrada,"1.018,29",1
Área sembrada,"1.020,70",1
Área sembrada,"1.023,20",1
Área sembrada,"1.023,50",1
Área sembrada,"1.023,54",1
Área sembrada,"1.024,65",1
Área sembrada,"1.024,74",1
Área sembrada,"1.024,78",1
Área sembrada,"1.025,90",1
Área sembrada,"1.026,11",1
Área sembrada,"1.027,69",1
Área sembrada,"1.028,50",1
Área sembrada,"1.028,88",1
Área sembrada,"1.028,97",1
Área sembrada,"1.029,71",1
Área sembrada,"1.030,78",1
Área sembrada,"1.031,00",1
Área sembrada,"1.032,74",1
Área sembrada,"1.033,08",1
Área sembrada,"1.034,00",1
Área sembrada,"1.034,67",1
Área sembrada,"1.034,86",1
Área sembrada,"1.035,41",1
Área sembrada,"1.035,52",1
Área sembrada,"1.036,64",1
Área sembrada,"1.036,88",1
Área sembrada,"1.037,04",1
Área sembrada,"1.037,69",1
Área sembrada,"1.037,87",1
Área sembrada,"1.038,77",1
Área sembrada,"1.040,95",1
Área sembrada,"1.041,00",1
Área sembrada,"1.047,84",1
Área sembrada,"1.048,36",1
Área sembrada,"1.048,52",1
Área sembrada,"1.048,77",1
Área sembrada,"1.049,24",1
Área sembrada,"1.049,66",1
Área sembrada,"1.051,29",1
Área sembrada,"1.051,60",1
Área sembrada,"1.054,19",1
Área sembrada,"1.055,90",1
Área sembrada,"1.056,00",1
Área sembrada,"1.056,12",1
Área sembrada,"1.057,00",1
Área sembrada,"1.057,18",1
Área sembrada,"1.057,21",1
Área sembrada,"1.058,08",1
Área sembrada,"1.058,36",1
Área sembrada,"1.059,52",1
Área sembrada,"1.059,70",1
Área sembrada,"1.059,97",1
Área sembrada,"1.061,05",1
Área sembrada,"1.061,19",1
Área sembrada,"1.062,00",1
Área sembrada,"1.062,77",1
Área sembrada,"1.063,06",1
Área sembrada,"1.063,20",1
Área sembrada,"1.066,14",1
Área sembrada,"1.068,00",1
Área sembrada,"1.068,80",1
Área sembrada,"1.071,00",1
Área sembrada,"1.071,32",1
Área sembrada,"1.072,00",1
Área sembrada,"1.072,17",1
Área sembrada,"1.073,00",1
Área sembrada,"1.073,48",1
Área sembrada,"1.073,50",1
Área sembrada,"1.073,66",1
Área sembrada,"1.073,80",1
Área sembrada,"1.074,09",1
Área sembrada,"1.074,38",1
Área sembrada,"1.074,40",1
Área sembrada,"1.075,00",1
Área sembrada,"1.075,17",1
Área sembrada,"1.075,80",1
Área sembrada,"1.076,00",1
Área sembrada,"1.076,74",1
Área sembrada,"1.077,57",1
Área sembrada,"1.078,65",1
Área sembrada,"1.079,60",1
Área sembrada,"1.081,00",1
Área sembrada,"1.081,20",1
Área sembrada,"1.081,50",1
Área sembrada,"1.082,10",1
Área sembrada,"1.083,67",1
Área sembrada,"1.084,00",1
Área sembrada,"1.084,36",1
Área sembrada,"1.084,50",1
Área sembrada,"1.085,81",1
Área sembrada,"1.085,82",1
Área sembrada,"1.086,20",1
Área sembrada,"1.086,50",1
Área sembrada,"1.087,79",1
Área sembrada,"1.088,33",1
Área sembrada,"1.088,37",1
Área sembrada,"1.089,00",1
Área sembrada,"1.089,23",1
Área sembrada,"1.089,50",1
Área sembrada,"1.090,29",1
Área sembrada,"1.090,32",1
Área sembrada,"1.090,80",1
Área sembrada,"1.091,43",1
Área sembrada,"1.091,73",1
Área sembrada,"1.092,54",1
Área sembrada,"1.092,88",1
Área sembrada,"1.093,51",1
Área sembrada,"1.095,97",1
Área sembrada,"1.096,16",1
Área sembrada,"1.097,05",1
Área sembrada,"1.098,00",1
Área sembrada,"1.098,61",1
Área sembrada,"1.100,65",1
Área sembrada,"1.102,89",1
Área sembrada,"1.104,02",1
Área sembrada,"1.104,47",1
Área sembrada,"1.104,90",1
Área sembrada,"1.106,39",1
Área sembrada,"1.106,48",1
Área sembrada,"1.106,53",1
Área sembrada,"1.106,96",1
Área sembrada,"1.107,85",1
Área sembrada,"1.108,45",1
Área sembrada,"1.108,74",1
Área sembrada,"1.108,76",1
Área sembrada,"1.109,90",1
Área sembrada,"1.111,00",1
Área sembrada,"1.111,20",1
Área sembrada,"1.111,50",1
Área sembrada,"1.111,80",1
Área sembrada,"1.111,94",1
Área sembrada,"1.113,91",1
Área sembrada,"1.113,97",1
Área sembrada,"1.115,53",1
Área sembrada,"1.116,50",1
Área sembrada,"1.116,63",1
Área sembrada,"1.117,00",1
Área sembrada,"1.117,50",1
Área sembrada,"1.121,87",1
Área sembrada,"1.122,08",1
Área sembrada,"1.122,90",1
Área sembrada,"1.123,00",1
Área sembrada,"1.124,18",1
Área sembrada,"1.124,42",1
Área sembrada,"1.124,98",1
Área sembrada,"1.125,60",1
Área sembrada,"1.125,87",1
Área sembrada,"1.126,15",1
Área sembrada,"1.127,00",1
Área sembrada,"1.128,23",1
Área sembrada,"1.128,50",1
Área sembrada,"1.129,30",1
Área sembrada,"1.129,34",1
Área sembrada,"1.129,85",1
Área sembrada,"1.130,62",1
Área sembrada,"1.132,00",1
Área sembrada,"1.133,50",1
Área sembrada,"1.133,87",1
Área sembrada,"1.134,31",1
Área sembrada,"1.136,50",1
Área sembrada,"1.136,86",1
Área sembrada,"1.137,00",1
Área sembrada,"1.137,58",1
Área sembrada,"1.138,39",1
Área sembrada,"1.138,50",1
Área sembrada,"1.141,00",1
Área sembrada,"1.142,00",1
Área sembrada,"1.143,64",1
Área sembrada,"1.143,80",1
Área sembrada,"1.144,15",1
Área sembrada,"1.144,23",1
Área sembrada,"1.145,10",1
Área sembrada,"1.145,16",1
Área sembrada,"1.146,00",1
Área sembrada,"1.146,60",1
Área sembrada,"1.146,66",1
Área sembrada,"1.148,07",1
Área sembrada,"1.151,00",1
Área sembrada,"1.151,50",1
Área sembrada,"1.152,00",1
Área sembrada,"1.152,02",1
Área sembrada,"1.152,44",1
Área sembrada,"1.153,00",1
Área sembrada,"1.153,55",1
Área sembrada,"1.153,74",1
Área sembrada,"1.153,99",1
Área sembrada,"1.154,00",1
Área sembrada,"1.156,32",1
Área sembrada,"1.157,00",1
Área sembrada,"1.157,56",1
Área sembrada,"1.158,59",1
Área sembrada,"1.159,49",1
Área sembrada,"1.159,72",1
Área sembrada,"1.162,15",1
Área sembrada,"1.162,24",1
Área sembrada,"1.162,50",1
Área sembrada,"1.164,33",1
Área sembrada,"1.164,70",1
Área sembrada,"1.165,68",1
Área sembrada,"1.165,74",1
Área sembrada,"1.167,00",1
Área sembrada,"1.168,30",1
Área sembrada,"1.169,17",1
Área sembrada,"1.169,70",1
Área sembrada,"1.171,12",1
Área sembrada,"1.171,29",1
Área sembrada,"1.171,72",1
Área sembrada,"1.172,58",1
Área sembrada,"1.173,00",1
Área sembrada,"1.175,37",1
Área sembrada,"1.176,37",1
Área sembrada,"1.177,45",1
Área sembrada,"1.177,77",1
Área sembrada,"1.179,66",1
Área sembrada,"1.180,30",1
Área sembrada,"1.180,95",1
Área sembrada,"1.181,53",1
Área sembrada,"1.181,60",1
Área sembrada,"1.182,35",1
Área sembrada,"1.183,22",1
Área sembrada,"1.183,70",1
Área sembrada,"1.183,80",1
Área sembrada,"1.184,00",1
Área sembrada,"1.185,20",1
Área sembrada,"1.185,37",1
Área sembrada,"1.188,34",1
Área sembrada,"1.188,87",1
Área sembrada,"1.189,00",1
Área sembrada,"1.189,59",1
Área sembrada,"1.189,84",1
Área sembrada,"1.190,82",1
Área sembrada,"1.190,90",1
Área sembrada,"1.191,50",1
Área sembrada,"1.191,51",1
Área sembrada,"1.191,58",1
Área sembrada,"1.192,52",1
Área sembrada,"1.193,70",1
Área sembrada,"1.194,17",1
Área sembrada,"1.195,00",1
Área sembrada,"1.196,70",1
Área sembrada,"1.197,00",1
Área sembrada,"1.197,56",1
Área sembrada,"1.198,06",1
Área sembrada,"1.198,14",1
Área sembrada,"1.198,67",1
Área sembrada,"1.199,50",1
Área sembrada,"1.200,20",1
Área sembrada,"1.200,45",1
Área sembrada,"1.200,70",1
Área sembrada,"1.201,39",1
Área sembrada,"1.201,89",1
Área sembrada,"1.201,99",1
Área sembrada,"1.202,00",1
Área sembrada,"1.202,02",1
Área sembrada,"1.202,50",1
Área sembrada,"1.204,50",1
Área sembrada,"1.205,35",1
Área sembrada,"1.205,41",1
Área sembrada,"1.205,54",1
Área sembrada,"1.205,92",1
Área sembrada,"1.206,60",1
Área sembrada,"1.206,70",1
Área sembrada,"1.207,85",1
Área sembrada,"1.208,38",1
Área sembrada,"1.208,50",1
Área sembrada,"1.208,92",1
Área sembrada,"1.209,00",1
Área sembrada,"1.209,70",1
Área sembrada,"1.211,37",1
Área sembrada,"1.212,00",1
Área sembrada,"1.212,50",1
Área sembrada,"1.213,00",1
Área sembrada,"1.213,70",1
Área sembrada,"1.214,98",1
Área sembrada,"1.217,85",1
Área sembrada,"1.218,20",1
Área sembrada,"1.219,44",1
Área sembrada,"1.219,84",1
Área sembrada,"1.220,19",1
Área sembrada,"1.220,46",1
Área sembrada,"1.220,66",1
Área sembrada,"1.221,20",1
Área sembrada,"1.221,35",1
Área sembrada,"1.225,20",1
Área sembrada,"1.225,70",1
Área sembrada,"1.226,70",1
Área sembrada,"1.226,80",1
Área sembrada,"1.226,94",1
Área sembrada,"1.228,00",1
Área sembrada,"1.228,14",1
Área sembrada,"1.229,97",1
Área sembrada,"1.231,00",1
Área sembrada,"1.231,70",1
Área sembrada,"1.233,00",1
Área sembrada,"1.233,85",1
Área sembrada,"1.234,04",1
Área sembrada,"1.234,11",1
Área sembrada,"1.234,21",1
Área sembrada,"1.234,27",1
Área sembrada,"1.234,70",1
Área sembrada,"1.235,15",1
Área sembrada,"1.236,00",1
Área sembrada,"1.236,21",1
Área sembrada,"1.236,45",1
Área sembrada,"1.236,60",1
Área sembrada,"1.239,64",1
Área sembrada,"1.240,05",1
Área sembrada,"1.241,02",1
Área sembrada,"1.241,40",1
Área sembrada,"1.242,00",1
Área sembrada,"1.242,02",1
Área sembrada,"1.242,70",1
Área sembrada,"1.243,96",1
Área sembrada,"1.244,70",1
Área sembrada,"1.244,85",1
Área sembrada,"1.246,00",1
Área sembrada,"1.246,10",1
Área sembrada,"1.246,79",1
Área sembrada,"1.248,00",1
Área sembrada,"1.250,02",1
Área sembrada,"1.250,60",1
Área sembrada,"1.251,00",1
Área sembrada,"1.252,00",1
Área sembrada,"1.252,70",1
Área sembrada,"1.253,00",1
Área sembrada,"1.255,70",1
Área sembrada,"1.256,24",1
Área sembrada,"1.257,00",1
Área sembrada,"1.257,33",1
Área sembrada,"1.257,38",1
Área sembrada,"1.257,70",1
Área sembrada,"1.259,00",1
Área sembrada,"1.259,13",1
Área sembrada,"1.259,71",1
Área sembrada,"1.262,75",1
Área sembrada,"1.263,70",1
Área sembrada,"1.264,58",1
Área sembrada,"1.265,67",1
Área sembrada,"1.267,23",1
Área sembrada,"1.268,96",1
Área sembrada,"1.269,18",1
Área sembrada,"1.269,34",1
Área sembrada,"1.270,09",1
Área sembrada,"1.271,50",1
Área sembrada,"1.273,00",1
Área sembrada,"1.273,15",1
Área sembrada,"1.274,50",1
Área sembrada,"1.277,12",1
Área sembrada,"1.278,35",1
Área sembrada,"1.280,49",1
Área sembrada,"1.281,00",1
Área sembrada,"1.283,15",1
Área sembrada,"1.283,82",1
Área sembrada,"1.284,64",1
Área sembrada,"1.285,00",1
Área sembrada,"1.285,94",1
Área sembrada,"1.286,11",1
Área sembrada,"1.286,13",1
Área sembrada,"1.286,30",1
Área sembrada,"1.287,53",1
Área sembrada,"1.288,00",1
Área sembrada,"1.288,70",1
Área sembrada,"1.289,00",1
Área sembrada,"1.290,66",1
Área sembrada,"1.291,00",1
Área sembrada,"1.291,89",1
Área sembrada,"1.292,00",1
Área sembrada,"1.293,00",1
Área sembrada,"1.293,54",1
Área sembrada,"1.294,31",1
Área sembrada,"1.295,00",1
Área sembrada,"1.295,16",1
Área sembrada,"1.297,56",1
Área sembrada,"1.298,00",1
Área sembrada,"1.299,43",1
Área sembrada,"1.300,71",1
Área sembrada,"1.301,00",1
Área sembrada,"1.301,20",1
Área sembrada,"1.301,71",1
Área sembrada,"1.303,84",1
Área sembrada,"1.304,20",1
Área sembrada,"1.305,66",1
Área sembrada,"1.306,84",1
Área sembrada,"1.307,00",1
Área sembrada,"1.307,73",1
Área sembrada,"1.308,12",1
Área sembrada,"1.308,42",1
Área sembrada,"1.310,88",1
Área sembrada,"1.311,18",1
Área sembrada,"1.317,57",1
Área sembrada,"1.318,00",1
Área sembrada,"1.318,14",1
Área sembrada,"1.319,33",1
Área sembrada,"1.320,49",1
Área sembrada,"1.320,51",1
Área sembrada,"1.322,91",1
Área sembrada,"1.323,00",1
Área sembrada,"1.323,86",1
Área sembrada,"1.324,00",1
Área sembrada,"1.324,80",1
Área sembrada,"1.324,83",1
Área sembrada,"1.325,00",1
Área sembrada,"1.326,03",1
Área sembrada,"1.326,64",1
Área sembrada,"1.327,00",1
Área sembrada,"1.327,43",1
Área sembrada,"1.328,83",1
Área sembrada,"1.329,50",1
Área sembrada,"1.330,00",1
Área sembrada,"1.330,17",1
Área sembrada,"1.331,00",1
Área sembrada,"1.332,00",1
Área sembrada,"1.333,00",1
Área sembrada,"1.333,16",1
Área sembrada,"1.333,50",1
Área sembrada,"1.335,00",1
Área sembrada,"1.336,00",1
Área sembrada,"1.336,11",1
Área sembrada,"1.336,59",1
Área sembrada,"1.337,80",1
Área sembrada,"1.338,12",1
Área sembrada,"1.338,18",1
Área sembrada,"1.338,93",1
Área sembrada,"1.340,04",1
Área sembrada,"1.341,73",1
Área sembrada,"1.342,00",1
Área sembrada,"1.345,00",1
Área sembrada,"1.345,27",1
Área sembrada,"1.347,60",1
Área sembrada,"1.348,85",1
Área sembrada,"1.349,46",1
Área sembrada,"1.350,20",1
Área sembrada,"1.350,46",1
Área sembrada,"1.350,80",1
Área sembrada,"1.351,30",1
Área sembrada,"1.351,45",1
Área sembrada,"1.351,71",1
Área sembrada,"1.352,07",1
Área sembrada,"1.353,00",1
Área sembrada,"1.354,56",1
Área sembrada,"1.355,20",1
Área sembrada,"1.356,38",1
Área sembrada,"1.356,39",1
Área sembrada,"1.356,89",1
Área sembrada,"1.358,00",1
Área sembrada,"1.358,77",1
Área sembrada,"1.359,00",1
Área sembrada,"1.360,16",1
Área sembrada,"1.360,33",1
Área sembrada,"1.361,32",1
Área sembrada,"1.361,50",1
Área sembrada,"1.361,71",1
Área sembrada,"1.362,50",1
Área sembrada,"1.364,75",1
Área sembrada,"1.365,22",1
Área sembrada,"1.365,68",1
Área sembrada,"1.367,00",1
Área sembrada,"1.368,60",1
Área sembrada,"1.370,01",1
Área sembrada,"1.370,12",1
Área sembrada,"1.370,75",1
Área sembrada,"1.371,00",1
Área sembrada,"1.371,29",1
Área sembrada,"1.371,86",1
Área sembrada,"1.372,00",1
Área sembrada,"1.373,38",1
Área sembrada,"1.373,63",1
Área sembrada,"1.373,80",1
Área sembrada,"1.375,00",1
Área sembrada,"1.376,50",1
Área sembrada,"1.378,00",1
Área sembrada,"1.378,10",1
Área sembrada,"1.379,50",1
Área sembrada,"1.379,64",1
Área sembrada,"1.380,26",1
Área sembrada,"1.382,10",1
Área sembrada,"1.382,61",1
Área sembrada,"1.383,00",1
Área sembrada,"1.385,11",1
Área sembrada,"1.385,88",1
Área sembrada,"1.386,53",1
