Código Dane municipio,Municipio,Código del cultivo,Cultivo,Año,Periodo,Ciclo del cultivo,Área sembrada,Área cosechada,Producción,Rendimiento
47703,San Zenón,1081001,Yuca,2025,2025B,Transitorio,"150,00","670,00","8.040,00","12,00"
47707,Santa Ana,1060200,Frijol,2024,2024A,Transitorio,"30,00","105,00","105,00","1,00"
47707,Santa Ana,1081001,Yuca,2022,2022B,Transitorio,"81,00","265,00","1.192,50","4,50"
47707,Santa Ana,1081001,Yuca,2023,2023B,Transitorio,"120,00","200,00","800,00","4,00"
47707,Santa Ana,1081001,Yuca,2024,2024B,Transitorio,"120,00","400,00","1.600,00","4,00"
47707,Santa Ana,1081001,Yuca,2025,2025B,Transitorio,"130,00","420,00","1.764,00","4,20"
47720,Santa Bárbara de Pinto,1050300,Ají,2025,2025B,Transitorio,"0,00","7,00","22,40","3,20"
47720,Santa Bárbara de Pinto,1070100,Ajonjolí,2023,2023B,Transitorio,"1,20","2,40","1,20","0,50"
47720,Santa Bárbara de Pinto,1052200,Patilla,2025,2025B,Transitorio,"0,00","5,00","100,00","20,00"
47720,Santa Bárbara de Pinto,1052500,Pimentón,2025,2025B,Transitorio,"0,00","0,60","1,50","2,50"
47720,Santa Bárbara de Pinto,1081001,Yuca,2025,2025A,Transitorio,"60,00","70,00","910,00","13,00"
47745,Sitionuevo,1050200,Ahuyama,2023,2023B,Transitorio,"150,00","250,00","1.500,00","6,00"
47745,Sitionuevo,1050200,Ahuyama,2025,2025A,Transitorio,"0,00","140,00","840,00","6,00"
47745,Sitionuevo,1050300,Ají,2024,2024B,Transitorio,"0,00","250,00","2.000,00","8,00"
47745,Sitionuevo,1050300,Ají,2025,2025B,Transitorio,"0,00","21,00","378,00","18,00"
47745,Sitionuevo,1051200,Cebolla de rama,2022,2022A,Transitorio,"600,00","650,00","6.500,00","10,00"
47745,Sitionuevo,1051200,Cebolla de rama,2023,2023B,Transitorio,"600,00","650,00","6.500,00","10,00"
47745,Sitionuevo,1051200,Cebolla de rama,2024,2024B,Transitorio,"600,00","650,00","6.500,00","10,00"
47745,Sitionuevo,1051200,Cebolla de rama,2025,2025A,Transitorio,"350,00","475,00","4.750,00","10,00"
47745,Sitionuevo,1051300,Cilantro,2023,2023A,Transitorio,"400,00","540,00","2.700,00","5,00"
47745,Sitionuevo,1060200,Frijol,2022,2022A,Transitorio,"20,00","30,00","104,90","3,50"
47745,Sitionuevo,1060200,Frijol,2022,2022B,Transitorio,"40,00","60,00","209,79","3,50"
47745,Sitionuevo,1060200,Frijol,2023,2023B,Transitorio,"20,00","40,00","139,86","3,50"
47745,Sitionuevo,1010402,Maíz,2023,2023B,Transitorio,"0,00","800,00","800,00","1,00"
47745,Sitionuevo,1010402,Maíz,2025,2025A,Transitorio,"110,00","800,00","2.400,00","3,00"
47745,Sitionuevo,1010404,Maíz,2022,2022B,Transitorio,"105,00","243,00","729,00","3,00"
47745,Sitionuevo,1010404,Maíz,2023,2023B,Transitorio,"0,00","130,00","390,00","3,00"
47745,Sitionuevo,1052200,Patilla,2023,2023B,Transitorio,"0,00","30,00","150,00","5,00"
47745,Sitionuevo,1052901,Tomate,2023,2023A,Transitorio,"0,00","10,00","170,00","17,00"
47745,Sitionuevo,1052901,Tomate,2024,2024A,Transitorio,"0,00","10,00","170,00","17,00"
47745,Sitionuevo,1081001,Yuca,2024,2024A,Transitorio,"600,00","640,00","10.240,00","16,00"
47745,Sitionuevo,1081001,Yuca,2025,2025A,Transitorio,"200,00","580,00","9.280,00","16,00"
47798,Tenerife,1050200,Ahuyama,2024,2024B,Transitorio,"4,00","11,00","77,00","7,00"
47798,Tenerife,1050200,Ahuyama,2025,2025B,Transitorio,"10,00","15,00","105,00","7,00"
47798,Tenerife,1080699,Ñame,2022,2022A,Transitorio,"6,00","8,00","72,00","9,00"
47798,Tenerife,1080699,Ñame,2022,2022B,Transitorio,"0,00","1,20","12,00","10,00"
47798,Tenerife,1080699,Ñame,2023,2023B,Transitorio,"0,00","1,20","10,80","9,00"
47798,Tenerife,1080699,Ñame,2024,2024B,Transitorio,"0,00","2,00","18,00","9,00"
47798,Tenerife,1080699,Ñame,2025,2025B,Transitorio,"0,00","2,00","18,00","9,00"
47798,Tenerife,1081001,Yuca,2022,2022B,Transitorio,"20,00","120,00","1.200,00","10,00"
47798,Tenerife,1081001,Yuca,2023,2023B,Transitorio,"20,00","300,00","3.000,00","10,00"
47798,Tenerife,1081001,Yuca,2024,2024B,Transitorio,"20,00","190,00","1.900,00","10,00"
47798,Tenerife,1081001,Yuca,2025,2025B,Transitorio,"10,00","300,00","3.000,00","10,00"
47960,Zapayán,1050700,Batata,2023,2023B,Transitorio,"50,00","100,00","200,00","2,00"
47960,Zapayán,1050700,Batata,2024,2024B,Transitorio,"50,00","100,00","200,00","2,00"
47980,Zona Bananera,1050200,Ahuyama,2025,2025B,Transitorio,"20,00","21,00","252,00","12,00"
47980,Zona Bananera,1050300,Ají,2024,2024A,Transitorio,"11,00","25,00","97,50","3,90"
47980,Zona Bananera,1050300,Ají,2025,2025A,Transitorio,"11,00","25,00","97,50","3,90"
47980,Zona Bananera,1010404,Maíz,2022,2022B,Transitorio,"45,00","58,00","116,00","2,00"
47980,Zona Bananera,1052000,Melón,2025,2025A,Transitorio,"104,00","124,00","1.364,00","11,00"
47980,Zona Bananera,1052200,Patilla,2025,2025A,Transitorio,"0,00","10,00","170,00","17,00"
47980,Zona Bananera,1081001,Yuca,2022,2022B,Transitorio,"92,00","97,00","1.067,00","11,00"
50001,Villavicencio,1030100,Algodón,2024,2024A,Transitorio,"0,00","65,00","227,50","3,50"
50001,Villavicencio,1030100,Algodón,2025,2025A,Transitorio,"0,00","45,00","135,00","3,00"
50001,Villavicencio,1010101,Arroz,2022,2022B,Transitorio,"300,00","656,00","3.936,00","6,00"
50001,Villavicencio,1010101,Arroz,2023,2023B,Transitorio,"300,00","675,00","4.050,00","6,00"
50001,Villavicencio,1010101,Arroz,2024,2024B,Transitorio,"300,00","650,00","3.900,00","6,00"
50001,Villavicencio,1010101,Arroz,2025,2025B,Transitorio,"200,00","650,00","3.900,00","6,00"
50001,Villavicencio,1010402,Maíz,2022,2022B,Transitorio,"87,00","223,00","1.070,40","4,80"
50001,Villavicencio,1010402,Maíz,2023,2023B,Transitorio,"85,00","210,00","1.008,00","4,80"
50001,Villavicencio,1010402,Maíz,2024,2024B,Transitorio,"65,00","160,00","720,00","4,50"
50001,Villavicencio,1010402,Maíz,2025,2025B,Transitorio,"65,00","98,00","441,00","4,50"
50001,Villavicencio,1010403,Maíz,2022,2022B,Transitorio,"214,00","279,00","1.674,00","6,00"
50001,Villavicencio,1010403,Maíz,2025,2025B,Transitorio,"150,00","400,00","2.800,00","7,00"
50001,Villavicencio,1070600,Soya,2024,2024A,Transitorio,"0,00","400,00","800,00","2,00"
50001,Villavicencio,1070600,Soya,2025,2025A,Transitorio,"15,00","350,00","770,00","2,20"
50001,Villavicencio,1081001,Yuca,2022,2022B,Transitorio,"66,00","85,00","1.020,00","12,00"
50001,Villavicencio,1081001,Yuca,2023,2023B,Transitorio,"65,00","80,00","960,00","12,00"
50006,Acacías,1010103,Arroz,2022,2022B,Transitorio,"0,00","411,00","1.849,50","4,50"
50006,Acacías,1010103,Arroz,2023,2023B,Transitorio,"0,00","482,00","2.169,00","4,50"
50006,Acacías,1010103,Arroz,2024,2024B,Transitorio,"0,00","787,00","3.541,50","4,50"
50006,Acacías,1010103,Arroz,2025,2025B,Transitorio,"0,00","702,00","3.159,00","4,50"
50006,Acacías,1010401,Maíz,2022,2022B,Transitorio,"0,00","64,00","89,49","1,40"
50006,Acacías,1010401,Maíz,2023,2023B,Transitorio,"0,00","45,00","225,00","5,00"
50006,Acacías,1010401,Maíz,2024,2024B,Transitorio,"0,00","40,00","55,93","1,40"
50006,Acacías,1010401,Maíz,2025,2025B,Transitorio,"0,00","50,00","69,92","1,40"
50006,Acacías,1081001,Yuca,2022,2022A,Transitorio,"14,00","20,00","240,00","12,00"
50006,Acacías,1081001,Yuca,2025,2025A,Transitorio,"12,00","15,00","180,00","12,00"
50110,Barranca de Upía,1010401,Maíz,2022,2022B,Transitorio,"0,00","366,00","1.464,00","4,00"
50110,Barranca de Upía,1010401,Maíz,2023,2023B,Transitorio,"90,00","220,00","880,00","4,00"
50110,Barranca de Upía,1010401,Maíz,2024,2024B,Transitorio,"70,00","145,00","580,00","4,00"
50110,Barranca de Upía,1010401,Maíz,2025,2025B,Transitorio,"45,00","75,00","300,00","4,00"
50110,Barranca de Upía,1010402,Maíz,2023,2023B,Transitorio,"0,00","30,00","90,00","3,00"
50110,Barranca de Upía,1010402,Maíz,2025,2025B,Transitorio,"61,00","116,00","290,00","2,50"
50110,Barranca de Upía,1081001,Yuca,2023,2023A,Transitorio,"55,00","65,00","1.170,00","18,00"
50110,Barranca de Upía,1081001,Yuca,2023,2023B,Transitorio,"69,00","90,00","1.620,00","18,00"
50110,Barranca de Upía,1081001,Yuca,2025,2025A,Transitorio,"10,00","50,00","900,00","18,00"
50124,Cabuyaro,1010401,Maíz,2022,2022B,Transitorio,"0,00","240,00","1.440,00","6,00"
50124,Cabuyaro,1010401,Maíz,2023,2023B,Transitorio,"300,00","350,00","2.100,00","6,00"
50124,Cabuyaro,1010402,Maíz,2022,2022B,Transitorio,"15,00","60,00","210,00","3,50"
50124,Cabuyaro,1010402,Maíz,2023,2023B,Transitorio,"15,00","60,00","240,00","4,00"
50124,Cabuyaro,1010402,Maíz,2024,2024B,Transitorio,"15,00","60,00","240,00","4,00"
50124,Cabuyaro,1010402,Maíz,2025,2025B,Transitorio,"15,00","100,00","400,00","4,00"
50124,Cabuyaro,1070600,Soya,2023,2023A,Transitorio,"0,00","150,00","375,00","2,50"
50124,Cabuyaro,1070600,Soya,2024,2024A,Transitorio,"0,00","350,00","875,00","2,50"
50124,Cabuyaro,1070600,Soya,2025,2025B,Transitorio,"350,00","500,00","1.250,00","2,50"
50124,Cabuyaro,1081001,Yuca,2023,2023B,Transitorio,"10,00","15,00","150,00","10,00"
50124,Cabuyaro,1081001,Yuca,2024,2024A,Transitorio,"10,00","21,00","210,00","10,00"
50124,Cabuyaro,1081001,Yuca,2025,2025B,Transitorio,"10,00","100,00","1.000,00","10,00"
50150,Castilla La Nueva,1010103,Arroz,2022,2022B,Transitorio,"0,00","50,00","200,00","4,00"
50150,Castilla La Nueva,1010103,Arroz,2023,2023B,Transitorio,"0,00","25,00","100,00","4,00"
50150,Castilla La Nueva,1010103,Arroz,2024,2024B,Transitorio,"60,00","160,00","640,00","4,00"
50150,Castilla La Nueva,1010401,Maíz,2022,2022A,Transitorio,"100,00","183,00","1.006,50","5,50"
50150,Castilla La Nueva,1010401,Maíz,2022,2022B,Transitorio,"50,00","60,00","360,00","6,00"
50150,Castilla La Nueva,1010401,Maíz,2024,2024B,Transitorio,"258,00","361,50","2.169,00","6,00"
50150,Castilla La Nueva,1010401,Maíz,2025,2025B,Transitorio,"258,00","387,50","2.325,00","6,00"
50150,Castilla La Nueva,1010402,Maíz,2023,2023B,Transitorio,"1,00","10,00","30,00","3,00"
50150,Castilla La Nueva,1010402,Maíz,2024,2024B,Transitorio,"1,00","12,00","36,00","3,00"
50150,Castilla La Nueva,1010402,Maíz,2025,2025B,Transitorio,"1,00","15,00","45,00","3,00"
50150,Castilla La Nueva,1010403,Maíz,2022,2022B,Transitorio,"0,00","1,00","3,00","3,00"
50150,Castilla La Nueva,1010403,Maíz,2024,2024A,Transitorio,"1,00","3,00","7,50","2,50"
50150,Castilla La Nueva,1010403,Maíz,2024,2024B,Transitorio,"0,00","1,00","3,00","3,00"
50150,Castilla La Nueva,1081001,Yuca,2023,2023B,Transitorio,"50,00","80,00","1.200,00","15,00"
50150,Castilla La Nueva,1081001,Yuca,2024,2024B,Transitorio,"15,00","60,00","840,00","14,00"
50150,Castilla La Nueva,1081001,Yuca,2025,2025B,Transitorio,"15,00","20,00","280,00","14,00"
50223,Cubarral,1050300,Ají,2024,2024B,Transitorio,"0,00","1,00","5,50","5,50"
50223,Cubarral,1060200,Frijol,2024,2024A,Transitorio,"0,00","5,00","5,00","1,00"
50223,Cubarral,1052901,Tomate,2024,2024B,Transitorio,"0,00","0,06","0,18","3,00"
50223,Cubarral,1052902,Tomate,2025,2025B,Transitorio,"0,00","0,06","7,92","132,00"
50223,Cubarral,1081001,Yuca,2024,2024A,Transitorio,"0,00","10,00","150,00","15,00"
50226,Cumaral,1010103,Arroz,2025,2025B,Transitorio,"0,00","975,00","8.121,75","8,33"
50226,Cumaral,1010401,Maíz,2022,2022A,Transitorio,"400,00","980,00","5.390,00","5,50"
50226,Cumaral,1010401,Maíz,2023,2023B,Transitorio,"480,00","650,00","3.575,00","5,50"
50226,Cumaral,1010401,Maíz,2024,2024B,Transitorio,"540,00","620,00","3.410,00","5,50"
50226,Cumaral,1010402,Maíz,2023,2023B,Transitorio,"30,00","35,00","140,00","4,00"
50226,Cumaral,1010402,Maíz,2024,2024B,Transitorio,"35,00","40,00","160,00","4,00"
50226,Cumaral,1070600,Soya,2022,2022A,Transitorio,"0,00","940,00","1.880,00","2,00"
50226,Cumaral,1070600,Soya,2023,2023A,Transitorio,"0,00","900,00","1.800,00","2,00"
50226,Cumaral,1081001,Yuca,2022,2022B,Transitorio,"10,00","67,00","536,00","8,00"
50226,Cumaral,1081001,Yuca,2025,2025A,Transitorio,"35,00","50,00","405,00","8,10"
50245,El Calvario,1080100,Achira,2023,2023A,Transitorio,"20,00","26,00","52,00","2,00"
50245,El Calvario,1080100,Achira,2025,2025A,Transitorio,"20,00","25,00","37,50","1,50"
50245,El Calvario,1060200,Frijol,2022,2022B,Transitorio,"520,00","598,00","1.016,60","1,70"
50245,El Calvario,1060200,Frijol,2024,2024A,Transitorio,"0,00","208,00","353,60","1,70"
50245,El Calvario,1060200,Frijol,2025,2025A,Transitorio,"0,00","120,00","180,00","1,50"
50251,El Castillo,1050200,Ahuyama,2025,2025B,Transitorio,"5,00","10,00","150,00","15,00"
50251,El Castillo,1010102,Arroz,2023,2023B,Transitorio,"465,00","919,00","4.595,00","5,00"
50251,El Castillo,1010103,Arroz,2022,2022A,Transitorio,"210,00","292,00","1.898,00","6,50"
50251,El Castillo,1010103,Arroz,2023,2023B,Transitorio,"247,00","752,00","3.760,00","5,00"
50251,El Castillo,1010401,Maíz,2022,2022A,Transitorio,"472,00","520,00","2.600,00","5,00"
50251,El Castillo,1010401,Maíz,2024,2024A,Transitorio,"500,00","520,00","2.600,00","5,00"
50251,El Castillo,1010401,Maíz,2025,2025A,Transitorio,"500,00","600,00","3.000,00","5,00"
50251,El Castillo,1010403,Maíz,2024,2024A,Transitorio,"100,00","110,00","550,00","5,00"
50251,El Castillo,1010403,Maíz,2025,2025A,Transitorio,"0,00","100,00","500,00","5,00"
50251,El Castillo,1081001,Yuca,2023,2023B,Transitorio,"524,00","724,00","8.688,00","12,00"
50251,El Castillo,1081001,Yuca,2024,2024A,Transitorio,"500,00","524,00","7.860,00","15,00"
50251,El Castillo,1081001,Yuca,2025,2025A,Transitorio,"200,00","500,00","7.500,00","15,00"
50270,El Dorado,1010103,Arroz,2023,2023B,Transitorio,"20,00","40,00","260,00","6,50"
50270,El Dorado,1010103,Arroz,2024,2024B,Transitorio,"23,00","48,00","312,00","6,50"
50270,El Dorado,1010103,Arroz,2025,2025B,Transitorio,"40,00","95,00","617,50","6,50"
50270,El Dorado,1060200,Frijol,2022,2022B,Transitorio,"0,00","2,00","2,60","1,30"
50270,El Dorado,1060200,Frijol,2023,2023B,Transitorio,"0,00","1,00","1,30","1,30"
50270,El Dorado,1060200,Frijol,2025,2025B,Transitorio,"1,50","2,50","2,27","0,91"
50270,El Dorado,1010401,Maíz,2023,2023A,Transitorio,"45,00","60,00","390,00","6,50"
50270,El Dorado,1010401,Maíz,2024,2024A,Transitorio,"45,00","50,00","325,00","6,50"
50270,El Dorado,1010401,Maíz,2025,2025B,Transitorio,"45,00","90,00","585,00","6,50"
50270,El Dorado,1010402,Maíz,2023,2023A,Transitorio,"15,00","25,00","100,00","4,00"
50270,El Dorado,1010402,Maíz,2024,2024B,Transitorio,"15,00","16,00","64,00","4,00"
50270,El Dorado,1010402,Maíz,2025,2025B,Transitorio,"15,00","31,00","124,00","4,00"
50270,El Dorado,1010403,Maíz,2022,2022B,Transitorio,"0,00","2,00","6,00","3,00"
50270,El Dorado,1081001,Yuca,2023,2023B,Transitorio,"80,00","100,00","600,00","6,00"
50270,El Dorado,1081001,Yuca,2025,2025B,Transitorio,"90,00","97,00","776,00","8,00"
50287,Fuente de Oro,1010101,Arroz,2024,2024A,Transitorio,"700,00","780,00","4.290,00","5,50"
50287,Fuente de Oro,1010401,Maíz,2024,2024A,Transitorio,"653,00","750,00","4.500,00","6,00"
50287,Fuente de Oro,1010403,Maíz,2022,2022A,Transitorio,"105,00","115,00","575,00","5,00"
50287,Fuente de Oro,1010403,Maíz,2023,2023A,Transitorio,"125,00","130,00","650,00","5,00"
50313,Granada,1030100,Algodón,2024,2024A,Transitorio,"0,00","26,00","78,00","3,00"
50313,Granada,1010101,Arroz,2022,2022A,Transitorio,"25,00","32,00","176,00","5,50"
50313,Granada,1010101,Arroz,2023,2023A,Transitorio,"0,00","100,00","600,00","6,00"
50313,Granada,1010101,Arroz,2024,2024A,Transitorio,"0,00","40,00","240,00","6,00"
50313,Granada,1010101,Arroz,2025,2025A,Transitorio,"50,00","65,00","332,80","5,12"
50313,Granada,1010402,Maíz,2022,2022A,Transitorio,"10,00","25,00","50,00","2,00"
50313,Granada,1010402,Maíz,2024,2024A,Transitorio,"50,00","80,00","176,00","2,20"
50313,Granada,1010402,Maíz,2024,2024B,Transitorio,"20,00","65,00","143,00","2,20"
50313,Granada,1010402,Maíz,2025,2025B,Transitorio,"20,00","50,00","110,00","2,20"
50313,Granada,1010403,Maíz,2023,2023B,Transitorio,"100,00","300,00","660,00","2,20"
50313,Granada,1010403,Maíz,2024,2024B,Transitorio,"420,00","510,00","3.060,00","6,00"
50313,Granada,1010403,Maíz,2025,2025A,Transitorio,"100,00","260,00","1.612,00","6,20"
50313,Granada,1010404,Maíz,2023,2023A,Transitorio,"0,00","5,00","11,00","2,20"
50313,Granada,1010404,Maíz,2024,2024A,Transitorio,"0,00","5,00","15,00","3,00"
50313,Granada,1010404,Maíz,2025,2025A,Transitorio,"0,00","1,00","2,00","2,00"
50313,Granada,1059900,Otras hortalizas,2024,2024A,Transitorio,"0,00","0,75","0,75","1,00"
50313,Granada,1070600,Soya,2022,2022A,Transitorio,"0,00","85,00","170,00","2,00"
50313,Granada,1070600,Soya,2023,2023A,Transitorio,"0,00","800,00","1.600,00","2,00"
50313,Granada,1070600,Soya,2024,2024A,Transitorio,"0,00","400,00","1.000,00","2,50"
50313,Granada,1070600,Soya,2025,2025A,Transitorio,"0,00","222,00","555,00","2,50"
50313,Granada,1081001,Yuca,2022,2022B,Transitorio,"35,00","890,00","16.020,00","18,00"
50318,Guamal,1010402,Maíz,2023,2023B,Transitorio,"0,00","3,00","2,94","0,98"
50318,Guamal,1010402,Maíz,2024,2024B,Transitorio,"0,00","2,00","2,00","1,00"
50318,Guamal,1081001,Yuca,2023,2023A,Transitorio,"0,00","3,00","15,00","5,00"
50318,Guamal,1081001,Yuca,2023,2023B,Transitorio,"0,00","10,00","80,00","8,00"
50325,Mapiripán,1010103,Arroz,2022,2022B,Transitorio,"0,00","160,00","560,00","3,50"
50325,Mapiripán,1010103,Arroz,2024,2024B,Transitorio,"0,00","50,00","190,00","3,80"
50325,Mapiripán,1010103,Arroz,2025,2025B,Transitorio,"0,00","50,00","238,00","4,76"
50325,Mapiripán,1010402,Maíz,2025,2025A,Transitorio,"60,00","150,00","375,00","2,50"
50325,Mapiripán,1081001,Yuca,2023,2023A,Transitorio,"250,00","400,00","4.000,00","10,00"
50325,Mapiripán,1081001,Yuca,2024,2024B,Transitorio,"180,00","250,00","2.500,00","10,00"
50330,Mesetas,1010401,Maíz,2022,2022B,Transitorio,"26,00","76,00","456,00","6,00"
50330,Mesetas,1010401,Maíz,2023,2023B,Transitorio,"30,00","150,00","900,00","6,00"
50330,Mesetas,1010402,Maíz,2022,2022B,Transitorio,"50,00","120,00","480,00","4,00"
50330,Mesetas,1010402,Maíz,2023,2023B,Transitorio,"60,00","300,00","1.200,00","4,00"
50330,Mesetas,1010402,Maíz,2024,2024B,Transitorio,"60,00","300,00","1.200,00","4,00"
50330,Mesetas,1010402,Maíz,2025,2025B,Transitorio,"60,00","300,00","1.200,00","4,00"
50330,Mesetas,1010403,Maíz,2022,2022B,Transitorio,"7,00","12,00","60,00","5,00"
50330,Mesetas,1010403,Maíz,2023,2023B,Transitorio,"50,00","150,00","750,00","5,00"
50330,Mesetas,1010404,Maíz,2024,2024B,Transitorio,"40,00","56,00","224,00","4,00"
50330,Mesetas,1010404,Maíz,2025,2025B,Transitorio,"40,00","80,00","320,00","4,00"
50330,Mesetas,1081001,Yuca,2022,2022A,Transitorio,"25,00","35,00","630,00","18,00"
50330,Mesetas,1081001,Yuca,2023,2023A,Transitorio,"0,00","25,00","450,00","18,00"
50330,Mesetas,1081001,Yuca,2024,2024B,Transitorio,"110,00","210,00","3.780,00","18,00"
50350,La Macarena,1010102,Arroz,2022,2022B,Transitorio,"40,00","440,00","1.531,20","3,48"
50350,La Macarena,1010102,Arroz,2023,2023B,Transitorio,"50,00","460,00","1.600,80","3,48"
50350,La Macarena,1010102,Arroz,2024,2024B,Transitorio,"50,00","360,00","1.224,00","3,40"
50350,La Macarena,1010102,Arroz,2025,2025B,Transitorio,"50,00","510,00","1.887,00","3,70"
50350,La Macarena,1010402,Maíz,2022,2022B,Transitorio,"300,00","650,00","955,50","1,47"
50350,La Macarena,1010402,Maíz,2023,2023B,Transitorio,"320,00","660,00","970,20","1,47"
50350,La Macarena,1010402,Maíz,2024,2024B,Transitorio,"300,00","550,00","825,00","1,50"
50350,La Macarena,1010402,Maíz,2025,2025A,Transitorio,"200,00","300,00","600,00","2,00"
50350,La Macarena,1010404,Maíz,2022,2022A,Transitorio,"0,00","30,00","60,00","2,00"
50350,La Macarena,1010404,Maíz,2023,2023A,Transitorio,"0,00","30,00","60,00","2,00"
50350,La Macarena,1010404,Maíz,2024,2024A,Transitorio,"0,00","31,00","62,00","2,00"
50350,La Macarena,1081001,Yuca,2022,2022B,Transitorio,"65,00","150,00","874,50","5,83"
50350,La Macarena,1081001,Yuca,2023,2023B,Transitorio,"77,00","160,00","932,80","5,83"
50350,La Macarena,1081001,Yuca,2024,2024B,Transitorio,"150,00","240,00","1.399,20","5,83"
50370,Uribe,1010402,Maíz,2025,2025A,Transitorio,"180,00","700,00","1.400,00","2,00"
50370,Uribe,1081001,Yuca,2025,2025A,Transitorio,"200,00","500,00","5.500,00","11,00"
50400,Lejanías,1010103,Arroz,2022,2022B,Transitorio,"0,00","46,00","312,80","6,80"
50400,Lejanías,1010103,Arroz,2023,2023B,Transitorio,"8,00","64,00","435,20","6,80"
50400,Lejanías,1010103,Arroz,2024,2024B,Transitorio,"0,00","35,00","227,50","6,50"
50400,Lejanías,1010103,Arroz,2025,2025B,Transitorio,"0,00","141,00","916,50","6,50"
50400,Lejanías,1010401,Maíz,2022,2022B,Transitorio,"60,00","180,00","936,00","5,20"
50400,Lejanías,1010401,Maíz,2023,2023B,Transitorio,"84,00","252,00","1.310,40","5,20"
50400,Lejanías,1010401,Maíz,2024,2024B,Transitorio,"45,00","60,00","312,00","5,20"
50400,Lejanías,1010402,Maíz,2022,2022B,Transitorio,"10,00","22,00","107,80","4,90"
50400,Lejanías,1010402,Maíz,2023,2023B,Transitorio,"14,00","31,00","124,00","4,00"
50400,Lejanías,1010402,Maíz,2024,2024B,Transitorio,"16,00","28,00","112,00","4,00"
50400,Lejanías,1010403,Maíz,2022,2022B,Transitorio,"25,00","29,00","139,20","4,80"
50400,Lejanías,1010403,Maíz,2023,2023B,Transitorio,"15,00","22,00","105,60","4,80"
50400,Lejanías,1081001,Yuca,2022,2022A,Transitorio,"45,00","48,00","283,20","5,90"
50400,Lejanías,1081001,Yuca,2024,2024B,Transitorio,"18,00","70,00","434,00","6,20"
50400,Lejanías,1081001,Yuca,2025,2025A,Transitorio,"27,00","35,00","210,00","6,00"
50400,Lejanías,1081001,Yuca,2025,2025B,Transitorio,"12,00","18,00","111,60","6,20"
50450,Puerto Concordia,1050200,Ahuyama,2024,2024A,Transitorio,"105,00","135,00","1.620,00","12,00"
50450,Puerto Concordia,1050200,Ahuyama,2025,2025B,Transitorio,"30,00","70,00","840,00","12,00"
50450,Puerto Concordia,1010103,Arroz,2022,2022B,Transitorio,"70,00","520,00","2.600,00","5,00"
50450,Puerto Concordia,1010103,Arroz,2024,2024B,Transitorio,"100,00","910,00","3.185,00","3,50"
50450,Puerto Concordia,1010103,Arroz,2025,2025B,Transitorio,"120,00","702,00","2.457,00","3,50"
50450,Puerto Concordia,1010401,Maíz,2022,2022A,Transitorio,"80,00","100,00","371,00","3,71"
50450,Puerto Concordia,1010401,Maíz,2022,2022B,Transitorio,"30,00","80,00","416,00","5,20"
50450,Puerto Concordia,1010401,Maíz,2023,2023B,Transitorio,"100,00","150,00","600,00","4,00"
50450,Puerto Concordia,1010401,Maíz,2024,2024A,Transitorio,"80,00","100,00","400,00","4,00"
50450,Puerto Concordia,1010401,Maíz,2024,2024B,Transitorio,"60,00","80,00","320,00","4,00"
50450,Puerto Concordia,1010401,Maíz,2025,2025A,Transitorio,"50,00","60,00","240,00","4,00"
50450,Puerto Concordia,1010401,Maíz,2025,2025B,Transitorio,"40,00","50,00","200,00","4,00"
50450,Puerto Concordia,1010402,Maíz,2022,2022A,Transitorio,"15,00","48,00","131,80","2,75"
50450,Puerto Concordia,1010402,Maíz,2023,2023B,Transitorio,"40,00","150,00","195,00","1,30"
50450,Puerto Concordia,1010402,Maíz,2024,2024B,Transitorio,"10,00","160,00","208,00","1,30"
50450,Puerto Concordia,1010402,Maíz,2025,2025B,Transitorio,"12,00","100,00","130,00","1,30"
50450,Puerto Concordia,1070600,Soya,2023,2023A,Transitorio,"0,00","100,00","80,00","0,80"
50450,Puerto Concordia,1081001,Yuca,2023,2023B,Transitorio,"95,00","142,00","2.556,00","18,00"
50450,Puerto Concordia,1081001,Yuca,2025,2025A,Transitorio,"400,00","480,00","8.640,00","18,00"
50450,Puerto Concordia,1081001,Yuca,2025,2025B,Transitorio,"60,00","490,00","8.820,00","18,00"
50568,Puerto Gaitán,1081001,Yuca,2022,2022B,Transitorio,"50,00","88,00","1.760,00","20,00"
50568,Puerto Gaitán,1081001,Yuca,2023,2023A,Transitorio,"0,00","40,00","800,00","20,00"
50568,Puerto Gaitán,1081001,Yuca,2024,2024A,Transitorio,"0,00","50,00","1.000,00","20,00"
50573,Puerto López,1010402,Maíz,2022,2022B,Transitorio,"43,00","44,00","176,00","4,00"
50573,Puerto López,1010402,Maíz,2023,2023B,Transitorio,"45,00","50,00","200,00","4,00"
50573,Puerto López,1010403,Maíz,2022,2022A,Transitorio,"0,00","681,00","4.086,00","6,00"
50573,Puerto López,1010404,Maíz,2022,2022A,Transitorio,"0,00","6,00","24,00","4,00"
50573,Puerto López,1010404,Maíz,2023,2023A,Transitorio,"0,00","5,00","20,00","4,00"
50573,Puerto López,1010404,Maíz,2024,2024A,Transitorio,"0,00","5,00","15,00","3,00"
50573,Puerto López,1010404,Maíz,2025,2025A,Transitorio,"0,00","5,00","15,00","3,00"
50573,Puerto López,1052200,Patilla,2022,2022A,Transitorio,"120,00","240,00","6.240,00","26,00"
50573,Puerto López,1052200,Patilla,2023,2023A,Transitorio,"80,00","126,00","3.780,00","30,00"
