Código Dane municipio,Municipio,Código del cultivo,Cultivo,Año,Periodo,Área cosechada,Producción,Rendimiento,rendimiento_calculado,diferencia_absoluta
27413,Lloró,1010102,Arroz,2019,2019B,"35,00","135,00","3,86",3.857142857142857,0.0028571428571426694
27413,Lloró,1010102,Arroz,2020,2020A,"65,00","222,00","3,42",3.4153846153846152,0.004615384615384688
27413,Lloró,1010102,Arroz,2021,2021A,"50,00","117,81","2,36",2.3562,0.0038000000000000256
27413,Lloró,1010102,Arroz,2022,2022A,"80,00","188,80","2,36",2.3600000000000003,4.440892098500626e-16
27413,Lloró,1010102,Arroz,2023,2023A,"15,00","22,50","1,50",1.5,0.0
27413,Lloró,1010102,Arroz,2024,2024A,"25,00","44,62","1,78",1.7848,0.0047999999999999154
27413,Lloró,1010102,Arroz,2025,2025A,"40,00","80,92","2,02",2.023,0.0030000000000001137
27413,Lloró,2041000,Borojó,2019,2019,"105,00","630,00","6,00",6.0,0.0
27413,Lloró,2041000,Borojó,2020,2020,"105,00","630,00","6,00",6.0,0.0
27413,Lloró,2041000,Borojó,2021,2021,"105,00","399,00","3,80",3.8,0.0
27413,Lloró,2041000,Borojó,2022,2022,"105,00","399,00","3,80",3.8,0.0
27413,Lloró,2041000,Borojó,2023,2023,"105,00","399,00","3,80",3.8,0.0
27413,Lloró,2041000,Borojó,2024,2024,"102,00","387,60","3,80",3.8000000000000003,4.440892098500626e-16
27413,Lloró,2041000,Borojó,2025,2025,"122,00","488,00","4,00",4.0,0.0
27413,Lloró,2030200,Cacao,2021,2021,"88,00","24,33","0,28",0.2764772727272727,0.003522727272727344
27413,Lloró,2030200,Cacao,2022,2022,"119,00","35,70","0,30",0.30000000000000004,5.551115123125783e-17
27413,Lloró,2030200,Cacao,2023,2023,"119,00","35,70","0,30",0.30000000000000004,5.551115123125783e-17
27413,Lloró,2030200,Cacao,2024,2024,"113,00","56,50","0,50",0.5,0.0
27413,Lloró,2030200,Cacao,2025,2025,"113,00","62,15","0,55",0.5499999999999999,1.1102230246251565e-16
27413,Lloró,2030402,Caña,2019,2019,"52,00","624,00","12,00",12.0,0.0
27413,Lloró,2030402,Caña,2020,2020,"2,00","24,00","12,00",12.0,0.0
27413,Lloró,2030402,Caña,2021,2021,"7,00","140,00","20,00",20.0,0.0
27413,Lloró,2030402,Caña,2022,2022,"22,00","440,00","20,00",20.0,0.0
27413,Lloró,2030402,Caña,2023,2023,"22,00","440,00","20,00",20.0,0.0
27413,Lloró,2030402,Caña,2024,2024,"19,00","285,00","15,00",15.0,0.0
27413,Lloró,2030402,Caña,2025,2025,"27,00","540,00","20,00",20.0,0.0
27413,Lloró,2041600,Chontaduro,2021,2021,"86,00","361,20","4,20",4.2,0.0
27413,Lloró,2041600,Chontaduro,2022,2022,"117,00","468,00","4,00",4.0,0.0
27413,Lloró,2041600,Chontaduro,2023,2023,"105,00","367,50","3,50",3.5,0.0
27413,Lloró,2041600,Chontaduro,2024,2024,"101,00","353,50","3,50",3.5,0.0
27413,Lloró,2041600,Chontaduro,2025,2025,"101,00","383,80","3,80",3.8000000000000003,4.440892098500626e-16
27413,Lloró,1010402,Maíz,2021,2021A,"180,00","157,62","0,88",0.8756666666666667,0.0043333333333333
27413,Lloró,1010402,Maíz,2021,2021B,"68,00","59,82","0,88",0.8797058823529412,0.0002941176470587781
27413,Lloró,1010402,Maíz,2022,2022A,"202,00","177,76","0,88",0.88,0.0
27413,Lloró,1010402,Maíz,2022,2022B,"70,00","61,60","0,88",0.88,0.0
27413,Lloró,1010402,Maíz,2023,2023A,"48,00","42,15","0,88",0.8781249999999999,0.001875000000000071
27413,Lloró,1010402,Maíz,2023,2023B,"40,00","35,13","0,88",0.8782500000000001,0.0017499999999999183
27413,Lloró,1010402,Maíz,2024,2024A,"30,00","26,34","0,88",0.878,0.0020000000000000018
27413,Lloró,1010402,Maíz,2024,2024B,"35,00","30,73","0,88",0.878,0.0020000000000000018
27413,Lloró,1010402,Maíz,2025,2025A,"50,00","48,94","0,98",0.9788,0.0011999999999999789
27413,Lloró,1010402,Maíz,2025,2025B,"45,00","44,05","0,98",0.9788888888888888,0.0011111111111111738
27413,Lloró,1010497,Maíz,2019,2019A,"180,00","360,00","2,00",2.0,0.0
27413,Lloró,1010497,Maíz,2019,2019B,"140,00","280,00","2,00",2.0,0.0
27413,Lloró,1010497,Maíz,2020,2020A,"110,00","110,00","1,00",1.0,0.0
27413,Lloró,1010497,Maíz,2020,2020B,"90,00","90,00","1,00",1.0,0.0
27413,Lloró,2045699,Piña,2019,2019,"50,00","500,00","10,00",10.0,0.0
27413,Lloró,2045699,Piña,2020,2020,"25,00","250,00","10,00",10.0,0.0
27413,Lloró,2045699,Piña,2021,2021,"42,00","285,60","6,80",6.800000000000001,8.881784197001252e-16
27413,Lloró,2045699,Piña,2022,2022,"49,00","882,00","18,00",18.0,0.0
27413,Lloró,2045699,Piña,2023,2023,"35,00","630,00","18,00",18.0,0.0
27413,Lloró,2045699,Piña,2024,2024,"31,00","93,00","3,00",3.0,0.0
27413,Lloró,2045699,Piña,2025,2025,"41,00","164,00","4,00",4.0,0.0
27413,Lloró,2045802,Plátano,2019,2019,"93,00","930,00","10,00",10.0,0.0
27413,Lloró,2045802,Plátano,2021,2021,"34,00","163,20","4,80",4.8,0.0
27413,Lloró,2045802,Plátano,2022,2022,"74,00","355,20","4,80",4.8,0.0
27413,Lloró,2045802,Plátano,2023,2023,"74,00","370,00","5,00",5.0,0.0
27413,Lloró,2045802,Plátano,2024,2024,"67,00","335,00","5,00",5.0,0.0
27413,Lloró,2045802,Plátano,2025,2025,"87,00","609,00","7,00",7.0,0.0
27413,Lloró,1081001,Yuca,2019,2019A,"30,00","150,00","5,00",5.0,0.0
27413,Lloró,1081001,Yuca,2019,2019B,"25,00","125,00","5,00",5.0,0.0
27413,Lloró,1081001,Yuca,2020,2020A,"14,00","70,00","5,00",5.0,0.0
27413,Lloró,1081001,Yuca,2020,2020B,"5,00","25,00","5,00",5.0,0.0
27413,Lloró,1081001,Yuca,2021,2021A,"35,00","350,00","10,00",10.0,0.0
27413,Lloró,1081001,Yuca,2021,2021B,"30,00","300,00","10,00",10.0,0.0
27413,Lloró,1081001,Yuca,2022,2022A,"35,00","350,00","10,00",10.0,0.0
27413,Lloró,1081001,Yuca,2022,2022B,"40,00","400,00","10,00",10.0,0.0
27413,Lloró,1081001,Yuca,2023,2023A,"33,00","231,00","7,00",7.0,0.0
27413,Lloró,1081001,Yuca,2023,2023B,"38,00","266,00","7,00",7.0,0.0
27413,Lloró,1081001,Yuca,2024,2024A,"35,00","245,00","7,00",7.0,0.0
27413,Lloró,1081001,Yuca,2024,2024B,"35,00","245,00","7,00",7.0,0.0
27413,Lloró,1081001,Yuca,2025,2025A,"30,00","240,00","8,00",8.0,0.0
27413,Lloró,1081001,Yuca,2025,2025B,"35,00","280,00","8,00",8.0,0.0
27425,Medio Atrato,1010102,Arroz,2019,2019A,"40,00","50,00","1,25",1.25,0.0
27425,Medio Atrato,1010102,Arroz,2019,2019B,"17,00","60,69","3,57",3.57,0.0
27425,Medio Atrato,1010102,Arroz,2020,2020A,"236,00","842,52","3,57",3.57,0.0
27425,Medio Atrato,1010102,Arroz,2021,2021A,"50,00","119,00","2,38",2.38,0.0
27425,Medio Atrato,1010102,Arroz,2021,2021B,"4,00","4,76","1,19",1.19,0.0
27425,Medio Atrato,1010102,Arroz,2022,2022A,"140,00","322,00","2,30",2.3,0.0
27425,Medio Atrato,1010102,Arroz,2022,2022B,"10,00","23,00","2,30",2.3,0.0
27425,Medio Atrato,1010102,Arroz,2023,2023A,"160,00","368,00","2,30",2.3,0.0
27425,Medio Atrato,1010102,Arroz,2023,2023B,"14,00","30,80","2,20",2.2,0.0
27425,Medio Atrato,1010102,Arroz,2024,2024A,"130,00","273,00","2,10",2.1,0.0
27425,Medio Atrato,1010102,Arroz,2024,2024B,"10,00","2,00","0,20",0.2,0.0
27425,Medio Atrato,1010102,Arroz,2025,2025A,"240,00","480,00","2,00",2.0,0.0
27425,Medio Atrato,1010102,Arroz,2025,2025B,"8,00","8,00","1,00",1.0,0.0
27425,Medio Atrato,2040902,Banano,2019,2019,"20,00","78,00","3,90",3.9,0.0
27425,Medio Atrato,2040902,Banano,2020,2020,"60,00","210,00","3,50",3.5,0.0
27425,Medio Atrato,2040902,Banano,2021,2021,"51,00","30,60","0,60",0.6,0.0
27425,Medio Atrato,2040902,Banano,2022,2022,"29,00","116,00","4,00",4.0,0.0
27425,Medio Atrato,2040902,Banano,2023,2023,"67,00","268,00","4,00",4.0,0.0
27425,Medio Atrato,2041000,Borojó,2019,2019,"15,00","100,00","6,67",6.666666666666667,0.0033333333333329662
27425,Medio Atrato,2041000,Borojó,2020,2020,"18,00","54,00","3,00",3.0,0.0
27425,Medio Atrato,2041000,Borojó,2021,2021,"38,00","114,00","3,00",3.0,0.0
27425,Medio Atrato,2041000,Borojó,2022,2022,"35,00","105,00","3,00",3.0,0.0
27425,Medio Atrato,2041000,Borojó,2023,2023,"35,00","105,00","3,00",3.0,0.0
27425,Medio Atrato,2041000,Borojó,2024,2024,"34,00","102,00","3,00",3.0,0.0
27425,Medio Atrato,2041000,Borojó,2025,2025,"33,00","99,00","3,00",3.0,0.0
27425,Medio Atrato,2041900,Coco,2019,2019,"150,00","800,00","5,33",5.333333333333333,0.0033333333333329662
27425,Medio Atrato,2041900,Coco,2020,2020,"152,00","760,00","5,00",5.0,0.0
27425,Medio Atrato,2043602,Limón,2019,2019,"8,00","32,00","4,00",4.0,0.0
27425,Medio Atrato,2043602,Limón,2020,2020,"8,00","25,60","3,20",3.2,0.0
27425,Medio Atrato,2043602,Limón,2021,2021,"6,00","54,00","9,00",9.0,0.0
27425,Medio Atrato,2043602,Limón,2022,2022,"22,00","198,00","9,00",9.0,0.0
27425,Medio Atrato,2043602,Limón,2023,2023,"22,00","198,00","9,00",9.0,0.0
27425,Medio Atrato,2043602,Limón,2024,2024,"36,00","324,00","9,00",9.0,0.0
27425,Medio Atrato,2043602,Limón,2025,2025,"36,00","324,00","9,00",9.0,0.0
27425,Medio Atrato,2043700,Lulo,2019,2019,"3,00","15,00","5,00",5.0,0.0
27425,Medio Atrato,2043700,Lulo,2020,2020,"7,00","21,00","3,00",3.0,0.0
27425,Medio Atrato,2043700,Lulo,2021,2021,"10,00","30,00","3,00",3.0,0.0
27425,Medio Atrato,2043700,Lulo,2022,2022,"10,00","30,00","3,00",3.0,0.0
27425,Medio Atrato,2043700,Lulo,2023,2023,"18,00","54,00","3,00",3.0,0.0
27425,Medio Atrato,2043700,Lulo,2024,2024,"18,00","27,00","1,50",1.5,0.0
27425,Medio Atrato,2043700,Lulo,2025,2025,"21,00","31,50","1,50",1.5,0.0
27425,Medio Atrato,1010402,Maíz,2021,2021A,"18,00","15,10","0,84",0.8388888888888889,0.0011111111111110628
27425,Medio Atrato,1010402,Maíz,2021,2021B,"3,00","2,52","0,84",0.84,0.0
27425,Medio Atrato,1010402,Maíz,2022,2022A,"13,00","13,91","1,07",1.07,0.0
27425,Medio Atrato,1010402,Maíz,2022,2022B,"10,00","10,00","1,00",1.0,0.0
27425,Medio Atrato,1010402,Maíz,2023,2023A,"23,00","23,00","1,00",1.0,0.0
27425,Medio Atrato,1010402,Maíz,2023,2023B,"14,00","14,00","1,00",1.0,0.0
27425,Medio Atrato,1010402,Maíz,2024,2024A,"15,00","13,50","0,90",0.9,0.0
27425,Medio Atrato,1010402,Maíz,2024,2024B,"15,00","7,50","0,50",0.5,0.0
27425,Medio Atrato,1010402,Maíz,2025,2025B,"20,00","10,00","0,50",0.5,0.0
27425,Medio Atrato,1010497,Maíz,2019,2019A,"28,00","15,00","0,54",0.5357142857142857,0.004285714285714337
27425,Medio Atrato,1010497,Maíz,2019,2019B,"8,00","16,00","2,00",2.0,0.0
27425,Medio Atrato,1010497,Maíz,2020,2020A,"25,00","70,00","2,80",2.8,0.0
27425,Medio Atrato,1010497,Maíz,2020,2020B,"6,00","18,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2019,2019A,"16,00","15,00","0,94",0.9375,0.0024999999999999467
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2020,2020A,"18,00","54,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2020,2020B,"13,00","39,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2021,2021A,"7,00","14,00","2,00",2.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2021,2021B,"3,00","6,00","2,00",2.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2022,2022A,"3,00","9,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2022,2022B,"11,00","33,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2023,2023A,"12,00","36,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2023,2023B,"25,00","75,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2024,2024B,"24,00","48,00","2,00",2.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2025,2025A,"35,00","105,00","3,00",3.0,0.0
27425,Medio Atrato,1080400,"Malanga, achín, yota, papa china, bore",2025,2025B,"20,00","40,00","2,00",2.0,0.0
27425,Medio Atrato,2045699,Piña,2019,2019,"29,00","96,00","3,31",3.310344827586207,0.0003448275862067973
27425,Medio Atrato,2045699,Piña,2020,2020,"57,00","228,00","4,00",4.0,0.0
27425,Medio Atrato,2045699,Piña,2021,2021,"35,00","350,00","10,00",10.0,0.0
27425,Medio Atrato,2045699,Piña,2022,2022,"19,00","190,00","10,00",10.0,0.0
27425,Medio Atrato,2045699,Piña,2023,2023,"89,00","890,00","10,00",10.0,0.0
27425,Medio Atrato,2045699,Piña,2024,2024,"99,00","198,00","2,00",2.0,0.0
27425,Medio Atrato,2045699,Piña,2025,2025,"103,00","206,00","2,00",2.0,0.0
27425,Medio Atrato,1081001,Yuca,2019,2019A,"30,00","90,00","3,00",3.0,0.0
27425,Medio Atrato,1081001,Yuca,2019,2019B,"19,00","53,00","2,79",2.789473684210526,0.0005263157894739301
27425,Medio Atrato,1081001,Yuca,2020,2020A,"54,00","162,00","3,00",3.0,0.0
27425,Medio Atrato,1081001,Yuca,2020,2020B,"43,00","129,00","3,00",3.0,0.0
27425,Medio Atrato,1081001,Yuca,2021,2021A,"30,00","120,00","4,00",4.0,0.0
27425,Medio Atrato,1081001,Yuca,2021,2021B,"4,00","8,00","2,00",2.0,0.0
27425,Medio Atrato,1081001,Yuca,2022,2022A,"5,00","20,00","4,00",4.0,0.0
27425,Medio Atrato,1081001,Yuca,2022,2022B,"48,00","192,00","4,00",4.0,0.0
27425,Medio Atrato,1081001,Yuca,2023,2023A,"46,00","184,00","4,00",4.0,0.0
27425,Medio Atrato,1081001,Yuca,2023,2023B,"68,00","272,00","4,00",4.0,0.0
27425,Medio Atrato,1081001,Yuca,2024,2024A,"43,00","150,50","3,50",3.5,0.0
27425,Medio Atrato,1081001,Yuca,2024,2024B,"33,00","82,50","2,50",2.5,0.0
27425,Medio Atrato,1081001,Yuca,2025,2025A,"38,00","133,00","3,50",3.5,0.0
27425,Medio Atrato,1081001,Yuca,2025,2025B,"67,00","167,50","2,50",2.5,0.0
27430,Medio Baudó,1010102,Arroz,2019,2019B,"1,00","2,38","2,38",2.38,0.0
27430,Medio Baudó,1010102,Arroz,2020,2020A,"400,00","357,00","0,89",0.8925,0.0024999999999999467
27430,Medio Baudó,1010102,Arroz,2020,2020B,"6,00","4,76","0,79",0.7933333333333333,0.0033333333333332993
27430,Medio Baudó,1010102,Arroz,2021,2021A,"400,00","360,00","0,90",0.9,0.0
27430,Medio Baudó,1010102,Arroz,2021,2021B,"4,00","9,19","2,30",2.2975,0.0024999999999999467
27430,Medio Baudó,1010102,Arroz,2022,2022A,"450,00","990,00","2,20",2.2,0.0
27430,Medio Baudó,1010102,Arroz,2022,2022B,"8,00","18,40","2,30",2.3,0.0
27430,Medio Baudó,1010102,Arroz,2023,2023A,"300,00","690,00","2,30",2.3,0.0
27430,Medio Baudó,1010102,Arroz,2023,2023B,"200,00","440,00","2,20",2.2,0.0
27430,Medio Baudó,1010102,Arroz,2024,2024A,"320,00","576,00","1,80",1.8,0.0
27430,Medio Baudó,1010102,Arroz,2024,2024B,"100,00","180,00","1,80",1.8,0.0
27430,Medio Baudó,1010102,Arroz,2025,2025A,"20,00","36,00","1,80",1.8,0.0
27430,Medio Baudó,1010102,Arroz,2025,2025B,"80,00","144,00","1,80",1.8,0.0
27430,Medio Baudó,2041000,Borojó,2019,2019,"16,00","48,00","3,00",3.0,0.0
27430,Medio Baudó,2041000,Borojó,2020,2020,"23,00","69,00","3,00",3.0,0.0
27430,Medio Baudó,2041000,Borojó,2021,2021,"42,00","147,00","3,50",3.5,0.0
27430,Medio Baudó,2041000,Borojó,2022,2022,"39,00","140,40","3,60",3.6,0.0
27430,Medio Baudó,2041000,Borojó,2023,2023,"39,00","136,50","3,50",3.5,0.0
27430,Medio Baudó,2041000,Borojó,2024,2024,"39,00","136,50","3,50",3.5,0.0
27430,Medio Baudó,2041000,Borojó,2025,2025,"40,00","140,00","3,50",3.5,0.0
27430,Medio Baudó,2030200,Cacao,2019,2019,"867,00","693,60","0,80",0.8,0.0
27430,Medio Baudó,2030200,Cacao,2020,2020,"881,00","704,80","0,80",0.7999999999999999,1.1102230246251565e-16
27430,Medio Baudó,2030200,Cacao,2022,2022,"999,00","799,20","0,80",0.8,0.0
27430,Medio Baudó,2030200,Cacao,2023,2023,"999,00","799,20","0,80",0.8,0.0
27430,Medio Baudó,2030200,Cacao,2024,2024,"210,00","115,50","0,55",0.55,0.0
27430,Medio Baudó,2030200,Cacao,2025,2025,"210,00","115,50","0,55",0.55,0.0
27430,Medio Baudó,2041900,Coco,2019,2019,"3,00","9,00","3,00",3.0,0.0
27430,Medio Baudó,2041900,Coco,2020,2020,"3,00","9,00","3,00",3.0,0.0
27430,Medio Baudó,2041900,Coco,2021,2021,"16,00","44,80","2,80",2.8,0.0
27430,Medio Baudó,2041900,Coco,2022,2022,"14,00","39,20","2,80",2.8000000000000003,4.440892098500626e-16
27430,Medio Baudó,2041900,Coco,2023,2023,"14,00","37,80","2,70",2.6999999999999997,4.440892098500626e-16
27430,Medio Baudó,2041900,Coco,2024,2024,"14,00","37,80","2,70",2.6999999999999997,4.440892098500626e-16
27430,Medio Baudó,2041900,Coco,2025,2025,"14,00","37,80","2,70",2.6999999999999997,4.440892098500626e-16
27430,Medio Baudó,2041600,Chontaduro,2019,2019,"3,00","12,00","4,00",4.0,0.0
27430,Medio Baudó,2041600,Chontaduro,2020,2020,"3,00","12,00","4,00",4.0,0.0
27430,Medio Baudó,2041600,Chontaduro,2021,2021,"22,18","88,72","4,00",4.0,0.0
27430,Medio Baudó,2041600,Chontaduro,2022,2022,"16,18","56,63","3,50",3.5,0.0
27430,Medio Baudó,2041600,Chontaduro,2023,2023,"16,18","58,25","3,60",3.600123609394314,0.00012360939431399487
27430,Medio Baudó,2041600,Chontaduro,2024,2024,"19,18","49,87","2,60",2.600104275286757,0.00010427528675682751
27430,Medio Baudó,2041600,Chontaduro,2025,2025,"19,18","49,87","2,60",2.600104275286757,0.00010427528675682751
27430,Medio Baudó,1010402,Maíz,2021,2021A,"400,00","280,00","0,70",0.7,0.0
27430,Medio Baudó,1010402,Maíz,2021,2021B,"2,00","1,00","0,50",0.5,0.0
27430,Medio Baudó,1010402,Maíz,2022,2022A,"450,00","360,00","0,80",0.8,0.0
27430,Medio Baudó,1010402,Maíz,2022,2022B,"6,00","4,80","0,80",0.7999999999999999,1.1102230246251565e-16
27430,Medio Baudó,1010402,Maíz,2023,2023A,"300,00","240,00","0,80",0.8,0.0
27430,Medio Baudó,1010402,Maíz,2023,2023B,"15,00","12,00","0,80",0.8,0.0
27430,Medio Baudó,1010402,Maíz,2024,2024A,"250,00","200,00","0,80",0.8,0.0
27430,Medio Baudó,1010402,Maíz,2024,2024B,"65,00","52,00","0,80",0.8,0.0
27430,Medio Baudó,1010402,Maíz,2025,2025A,"220,00","176,00","0,80",0.8,0.0
27430,Medio Baudó,1010402,Maíz,2025,2025B,"110,00","88,00","0,80",0.8,0.0
27430,Medio Baudó,1010404,Maíz,2021,2021B,"1,00","1,00","1,00",1.0,0.0
27430,Medio Baudó,1010404,Maíz,2022,2022B,"2,50","2,00","0,80",0.8,0.0
27430,Medio Baudó,1010404,Maíz,2023,2023B,"3,00","2,10","0,70",0.7000000000000001,1.1102230246251565e-16
27430,Medio Baudó,1010497,Maíz,2019,2019B,"1,00","2,00","2,00",2.0,0.0
27430,Medio Baudó,1010497,Maíz,2020,2020A,"500,00","350,00","0,70",0.7,0.0
27430,Medio Baudó,1010497,Maíz,2020,2020B,"7,00","5,00","0,71",0.7142857142857143,0.004285714285714337
27430,Medio Baudó,1080400,"Malanga, achín, yota, papa china, bore",2019,2019A,"11,00","55,00","5,00",5.0,0.0
27430,Medio Baudó,1080699,Ñame,2019,2019A,"70,00","280,00","4,00",4.0,0.0
27430,Medio Baudó,1080699,Ñame,2020,2020A,"90,00","360,00","4,00",4.0,0.0
27430,Medio Baudó,1080699,Ñame,2021,2021A,"100,00","400,00","4,00",4.0,0.0
27430,Medio Baudó,1080699,Ñame,2022,2022A,"80,00","720,00","9,00",9.0,0.0
27430,Medio Baudó,1080699,Ñame,2024,2024A,"25,00","100,00","4,00",4.0,0.0
27430,Medio Baudó,1080699,Ñame,2024,2024B,"10,00","40,00","4,00",4.0,0.0
27430,Medio Baudó,1080699,Ñame,2025,2025A,"15,00","60,00","4,00",4.0,0.0
27430,Medio Baudó,1080699,Ñame,2025,2025B,"12,50","50,00","4,00",4.0,0.0
27430,Medio Baudó,2045699,Piña,2019,2019,"51,00","510,00","10,00",10.0,0.0
27430,Medio Baudó,2045699,Piña,2020,2020,"56,00","560,00","10,00",10.0,0.0
27430,Medio Baudó,2045699,Piña,2021,2021,"56,00","560,00","10,00",10.0,0.0
27430,Medio Baudó,2045699,Piña,2022,2022,"51,00","535,50","10,50",10.5,0.0
27430,Medio Baudó,2045699,Piña,2023,2023,"56,00","616,00","11,00",11.0,0.0
27430,Medio Baudó,2045699,Piña,2024,2024,"30,00","240,00","8,00",8.0,0.0
27430,Medio Baudó,2045699,Piña,2025,2025,"30,00","240,00","8,00",8.0,0.0
27430,Medio Baudó,1081001,Yuca,2019,2019B,"1,00","1,00","1,00",1.0,0.0
27430,Medio Baudó,1081001,Yuca,2020,2020A,"190,00","950,00","5,00",5.0,0.0
27430,Medio Baudó,1081001,Yuca,2020,2020B,"3,00","15,00","5,00",5.0,0.0
27430,Medio Baudó,1081001,Yuca,2021,2021A,"190,00","950,00","5,00",5.0,0.0
27430,Medio Baudó,1081001,Yuca,2021,2021B,"1,00","8,00","8,00",8.0,0.0
27430,Medio Baudó,1081001,Yuca,2022,2022B,"2,50","25,00","10,00",10.0,0.0
27430,Medio Baudó,1081001,Yuca,2023,2023B,"4,00","40,00","10,00",10.0,0.0
27430,Medio Baudó,1081001,Yuca,2024,2024A,"5,00","27,50","5,50",5.5,0.0
27430,Medio Baudó,1081001,Yuca,2024,2024B,"20,00","110,00","5,50",5.5,0.0
27430,Medio Baudó,1081001,Yuca,2025,2025A,"5,00","27,50","5,50",5.5,0.0
27430,Medio Baudó,1081001,Yuca,2025,2025B,"20,00","110,00","5,50",5.5,0.0
27450,Medio San Juan,2020100,Achiote,2019,2019B,"20,00","120,00","6,00",6.0,0.0
27450,Medio San Juan,2020100,Achiote,2020,2020B,"20,00","120,00","6,00",6.0,0.0
27450,Medio San Juan,2020100,Achiote,2021,2021,"82,00","262,40","3,20",3.1999999999999997,4.440892098500626e-16
27450,Medio San Juan,2020100,Achiote,2022,2022,"82,00","410,00","5,00",5.0,0.0
27450,Medio San Juan,2020100,Achiote,2023,2023,"80,00","400,00","5,00",5.0,0.0
27450,Medio San Juan,2020100,Achiote,2024,2024,"80,00","400,00","5,00",5.0,0.0
27450,Medio San Juan,2020100,Achiote,2025,2025,"80,00","400,00","5,00",5.0,0.0
27450,Medio San Juan,1010102,Arroz,2019,2019A,"80,00","240,00","3,00",3.0,0.0
27450,Medio San Juan,1010102,Arroz,2019,2019B,"80,00","240,00","3,00",3.0,0.0
27450,Medio San Juan,1010102,Arroz,2020,2020A,"60,00","180,00","3,00",3.0,0.0
27450,Medio San Juan,1010102,Arroz,2020,2020B,"60,00","180,00","3,00",3.0,0.0
27450,Medio San Juan,1010102,Arroz,2021,2021A,"45,00","107,10","2,38",2.38,0.0
27450,Medio San Juan,1010102,Arroz,2021,2021B,"60,00","150,00","2,50",2.5,0.0
27450,Medio San Juan,1010102,Arroz,2022,2022A,"50,00","120,00","2,40",2.4,0.0
27450,Medio San Juan,1010102,Arroz,2022,2022B,"50,00","125,00","2,50",2.5,0.0
27450,Medio San Juan,1010102,Arroz,2023,2023A,"62,00","148,80","2,40",2.4000000000000004,4.440892098500626e-16
27450,Medio San Juan,1010102,Arroz,2023,2023B,"53,00","127,20","2,40",2.4,0.0
27450,Medio San Juan,1010102,Arroz,2024,2024A,"45,00","108,00","2,40",2.4,0.0
27450,Medio San Juan,1010102,Arroz,2024,2024B,"46,00","110,40","2,40",2.4,0.0
27450,Medio San Juan,1010102,Arroz,2025,2025A,"65,00","156,00","2,40",2.4,0.0
27450,Medio San Juan,1010102,Arroz,2025,2025B,"56,00","134,40","2,40",2.4,0.0
27450,Medio San Juan,2040902,Banano,2021,2021,"106,00","636,00","6,00",6.0,0.0
27450,Medio San Juan,2041000,Borojó,2019,2019,"159,00","795,00","5,00",5.0,0.0
27450,Medio San Juan,2041000,Borojó,2020,2020,"159,00","795,00","5,00",5.0,0.0
27450,Medio San Juan,2041000,Borojó,2021,2021,"107,00","428,00","4,00",4.0,0.0
27450,Medio San Juan,2041000,Borojó,2022,2022,"107,00","535,00","5,00",5.0,0.0
27450,Medio San Juan,2041000,Borojó,2023,2023,"107,00","535,00","5,00",5.0,0.0
27450,Medio San Juan,2041000,Borojó,2024,2024,"109,00","545,00","5,00",5.0,0.0
27450,Medio San Juan,2041000,Borojó,2025,2025,"110,00","660,00","6,00",6.0,0.0
27450,Medio San Juan,2030200,Cacao,2019,2019,"174,00","107,88","0,62",0.62,0.0
27450,Medio San Juan,2030200,Cacao,2020,2020,"189,00","94,50","0,50",0.5,0.0
27450,Medio San Juan,2030200,Cacao,2021,2021,"189,00","94,50","0,50",0.5,0.0
27450,Medio San Juan,2030200,Cacao,2022,2022,"184,00","110,40","0,60",0.6,0.0
27450,Medio San Juan,2030200,Cacao,2023,2023,"182,00","109,20","0,60",0.6,0.0
27450,Medio San Juan,2030200,Cacao,2024,2024,"170,00","102,00","0,60",0.6,0.0
27450,Medio San Juan,2030200,Cacao,2025,2025,"170,00","136,00","0,80",0.8,0.0
27450,Medio San Juan,2043699,Limón,2019,2019,"21,00","84,00","4,00",4.0,0.0
27450,Medio San Juan,2043699,Limón,2020,2020,"21,00","84,00","4,00",4.0,0.0
27450,Medio San Juan,1010402,Maíz,2021,2021A,"9,00","27,00","3,00",3.0,0.0
27450,Medio San Juan,1010402,Maíz,2021,2021B,"23,00","19,69","0,86",0.8560869565217392,0.003913043478260825
27450,Medio San Juan,1010402,Maíz,2022,2022A,"10,00","10,00","1,00",1.0,0.0
27450,Medio San Juan,1010402,Maíz,2022,2022B,"18,00","18,00","1,00",1.0,0.0
